Element type                                            Size  Used MEM
-------------------------------------------------------------------------------
Storage on cuda:0
Tensor0                                              (10, 1)   512.00B
Tensor114                                          (1000, 1)     4.00K
Tensor115                                          (1000, 1)     4.00K
Tensor116                                          (1000, 1)     4.00K
Tensor117                                          (1000, 1)     4.00K
Tensor118                                          (1000, 1)     4.00K
Tensor119                                          (1000, 1)     0.00B
Tensor120                                          (1000, 1)     4.00K
Tensor121                                          (1000, 1)     0.00B
Tensor122                                          (1000, 1)     4.00K
Tensor123                                          (1000, 1)     0.00B
Tensor124                                          (1000, 1)     4.00K
Tensor125                                          (1000, 1)     0.00B
Tensor126                                          (1000, 1)     4.00K
Tensor127                                          (1000, 1)     0.00B
Tensor128                                          (1000, 1)     4.00K
Tensor129                                          (1000, 1)     0.00B
Tensor130                                          (1000, 1)     4.00K
Tensor131                                          (1000, 1)     0.00B
Tensor132                                          (1000, 1)     0.00B
Tensor133                                               (1,)   512.00B
Parameter134                                          (8, 1)   512.00B
Parameter134.grad                                     (8, 1)   512.00B
Parameter135                                            (8,)   512.00B
Parameter135.grad                                       (8,)   512.00B
Tensor136                                             (8, 1)   512.00B
Parameter137                                          (8, 8)   512.00B
Parameter137.grad                                     (8, 8)   512.00B
Parameter138                                            (8,)   512.00B
Parameter138.grad                                       (8,)   512.00B
Tensor139                                             (8, 8)   512.00B
Parameter140                                          (2, 8)   512.00B
Parameter140.grad                                     (2, 8)   512.00B
Parameter141                                            (2,)   512.00B
Parameter141.grad                                       (2,)   512.00B
Tensor142                                             (2, 8)   512.00B
Tensor143                                               (1,)   512.00B
Tensor144                                               (1,)   512.00B
Tensor145                                               (1,)   512.00B
Parameter146                                          (8, 1)   512.00B
Parameter146.grad                                     (8, 1)   512.00B
Parameter147                                            (8,)   512.00B
Parameter147.grad                                       (8,)   512.00B
Tensor148                                             (8, 1)   512.00B
Parameter149                                          (8, 8)   512.00B
Parameter149.grad                                     (8, 8)   512.00B
Parameter150                                            (8,)   512.00B
Parameter150.grad                                       (8,)   512.00B
Tensor151                                             (8, 8)   512.00B
Parameter152                                          (2, 8)   512.00B
Parameter152.grad                                     (2, 8)   512.00B
Parameter153                                            (2,)   512.00B
Parameter153.grad                                       (2,)   512.00B
Tensor154                                             (2, 8)   512.00B
Tensor155                                               (1,)   512.00B
Tensor156                                               (1,)   512.00B
Tensor157                                               (1,)   512.00B
Parameter158                                          (8, 1)   512.00B
Parameter158.grad                                     (8, 1)   512.00B
Parameter159                                            (8,)   512.00B
Parameter159.grad                                       (8,)   512.00B
Tensor160                                             (8, 1)   512.00B
Parameter161                                          (8, 8)   512.00B
Parameter161.grad                                     (8, 8)   512.00B
Parameter162                                            (8,)   512.00B
Parameter162.grad                                       (8,)   512.00B
Tensor163                                             (8, 8)   512.00B
Parameter164                                          (2, 8)   512.00B
Parameter164.grad                                     (2, 8)   512.00B
Parameter165                                            (2,)   512.00B
Parameter165.grad                                       (2,)   512.00B
Tensor166                                             (2, 8)   512.00B
Tensor167                                               (1,)   512.00B
Tensor168                                               (1,)   512.00B
Tensor169                                               (1,)   512.00B
Parameter170                                          (8, 1)   512.00B
Parameter170.grad                                     (8, 1)   512.00B
Parameter171                                            (8,)   512.00B
Parameter171.grad                                       (8,)   512.00B
Tensor172                                             (8, 1)   512.00B
Parameter173                                          (8, 8)   512.00B
Parameter173.grad                                     (8, 8)   512.00B
Parameter174                                            (8,)   512.00B
Parameter174.grad                                       (8,)   512.00B
Tensor175                                             (8, 8)   512.00B
Parameter176                                          (2, 8)   512.00B
Parameter176.grad                                     (2, 8)   512.00B
Parameter177                                            (2,)   512.00B
Parameter177.grad                                       (2,)   512.00B
Tensor178                                             (2, 8)   512.00B
Tensor179                                               (1,)   512.00B
Tensor180                                               (1,)   512.00B
Tensor181                                               (1,)   512.00B
Parameter182                                          (8, 1)   512.00B
Parameter182.grad                                     (8, 1)   512.00B
Parameter183                                            (8,)   512.00B
Parameter183.grad                                       (8,)   512.00B
Tensor184                                             (8, 1)   512.00B
Parameter185                                          (8, 8)   512.00B
Parameter185.grad                                     (8, 8)   512.00B
Parameter186                                            (8,)   512.00B
Parameter186.grad                                       (8,)   512.00B
Tensor187                                             (8, 8)   512.00B
Parameter188                                          (2, 8)   512.00B
Parameter188.grad                                     (2, 8)   512.00B
Parameter189                                            (2,)   512.00B
Parameter189.grad                                       (2,)   512.00B
Tensor190                                             (2, 8)   512.00B
Tensor191                                        (1, 111709)   436.50K
Tensor192                                             (8, 1)   512.00B
Tensor193                                               (8,)   512.00B
Tensor194                                             (8, 8)   512.00B
Tensor195                                               (8,)   512.00B
Tensor196                                             (2, 8)   512.00B
Tensor197                                               (2,)   512.00B
Tensor198                                             (8, 1)   512.00B
Tensor199                                               (8,)   512.00B
Tensor200                                             (8, 8)   512.00B
Tensor201                                               (8,)   512.00B
Tensor202                                             (2, 8)   512.00B
Tensor203                                               (2,)   512.00B
Tensor204                                             (8, 1)   512.00B
Tensor205                                               (8,)   512.00B
Tensor206                                             (8, 8)   512.00B
Tensor207                                               (8,)   512.00B
Tensor208                                             (2, 8)   512.00B
Tensor209                                               (2,)   512.00B
Tensor210                                             (8, 1)   512.00B
Tensor211                                               (8,)   512.00B
Tensor212                                             (8, 8)   512.00B
Tensor213                                               (8,)   512.00B
Tensor214                                             (2, 8)   512.00B
Tensor215                                               (2,)   512.00B
Tensor216                                             (8, 1)   512.00B
Tensor217                                               (8,)   512.00B
Tensor218                                             (8, 8)   512.00B
Tensor219                                               (8,)   512.00B
Tensor220                                             (2, 8)   512.00B
Tensor221                                               (2,)   512.00B
Parameter134.grad                                     (8, 1)     0.00B
Tensor222                                             (8, 1)   512.00B
Tensor223                                             (8, 1)   512.00B
Parameter135.grad                                       (8,)     0.00B
Tensor224                                               (8,)   512.00B
Tensor225                                               (8,)   512.00B
Parameter137.grad                                     (8, 8)     0.00B
Tensor226                                             (8, 8)   512.00B
Tensor227                                             (8, 8)   512.00B
Parameter138.grad                                       (8,)     0.00B
Tensor228                                               (8,)   512.00B
Tensor229                                               (8,)   512.00B
Parameter140.grad                                     (2, 8)     0.00B
Tensor230                                             (2, 8)   512.00B
Tensor231                                             (2, 8)   512.00B
Parameter141.grad                                       (2,)     0.00B
Tensor232                                               (2,)   512.00B
Tensor233                                               (2,)   512.00B
Parameter146.grad                                     (8, 1)     0.00B
Tensor234                                             (8, 1)   512.00B
Tensor235                                             (8, 1)   512.00B
Parameter147.grad                                       (8,)     0.00B
Tensor236                                               (8,)   512.00B
Tensor237                                               (8,)   512.00B
Parameter149.grad                                     (8, 8)     0.00B
Tensor238                                             (8, 8)   512.00B
Tensor239                                             (8, 8)   512.00B
Parameter150.grad                                       (8,)     0.00B
Tensor240                                               (8,)   512.00B
Tensor241                                               (8,)   512.00B
Parameter152.grad                                     (2, 8)     0.00B
Tensor242                                             (2, 8)   512.00B
Tensor243                                             (2, 8)   512.00B
Parameter153.grad                                       (2,)     0.00B
Tensor244                                               (2,)   512.00B
Tensor245                                               (2,)   512.00B
Parameter158.grad                                     (8, 1)     0.00B
Tensor246                                             (8, 1)   512.00B
Tensor247                                             (8, 1)   512.00B
Parameter159.grad                                       (8,)     0.00B
Tensor248                                               (8,)   512.00B
Tensor249                                               (8,)   512.00B
Parameter161.grad                                     (8, 8)     0.00B
Tensor250                                             (8, 8)   512.00B
Tensor251                                             (8, 8)   512.00B
Parameter162.grad                                       (8,)     0.00B
Tensor252                                               (8,)   512.00B
Tensor253                                               (8,)   512.00B
Parameter164.grad                                     (2, 8)     0.00B
Tensor254                                             (2, 8)   512.00B
Tensor255                                             (2, 8)   512.00B
Parameter165.grad                                       (2,)     0.00B
Tensor256                                               (2,)   512.00B
Tensor257                                               (2,)   512.00B
Parameter170.grad                                     (8, 1)     0.00B
Tensor258                                             (8, 1)   512.00B
Tensor259                                             (8, 1)   512.00B
Parameter171.grad                                       (8,)     0.00B
Tensor260                                               (8,)   512.00B
Tensor261                                               (8,)   512.00B
Parameter173.grad                                     (8, 8)     0.00B
Tensor262                                             (8, 8)   512.00B
Tensor263                                             (8, 8)   512.00B
Parameter174.grad                                       (8,)     0.00B
Tensor264                                               (8,)   512.00B
Tensor265                                               (8,)   512.00B
Parameter176.grad                                     (2, 8)     0.00B
Tensor266                                             (2, 8)   512.00B
Tensor267                                             (2, 8)   512.00B
Parameter177.grad                                       (2,)     0.00B
Tensor268                                               (2,)   512.00B
Tensor269                                               (2,)   512.00B
Parameter182.grad                                     (8, 1)     0.00B
Tensor270                                             (8, 1)   512.00B
Tensor271                                             (8, 1)   512.00B
Parameter183.grad                                       (8,)     0.00B
Tensor272                                               (8,)   512.00B
Tensor273                                               (8,)   512.00B
Parameter185.grad                                     (8, 8)     0.00B
Tensor274                                             (8, 8)   512.00B
Tensor275                                             (8, 8)   512.00B
Parameter186.grad                                       (8,)     0.00B
Tensor276                                               (8,)   512.00B
Tensor277                                               (8,)   512.00B
Parameter188.grad                                     (2, 8)     0.00B
Tensor278                                             (2, 8)   512.00B
Tensor279                                             (2, 8)   512.00B
Parameter189.grad                                       (2,)     0.00B
Tensor280                                               (2,)   512.00B
Tensor281                                               (2,)   512.00B
Tensor282                                               (1,)   512.00B
Tensor283                                               (1,)   512.00B
Parameter284                                          (893,)     3.50K
Parameter285                                          (893,)     3.50K
Parameter286                                          (893,)     3.50K
Parameter287                                          (638,)     2.50K
Parameter288                                          (638,)     2.50K
Parameter289                                          (638,)     2.50K
Parameter290                                          (558,)     2.50K
Parameter291                                          (558,)     2.50K
Parameter292                                          (558,)     2.50K
Parameter293                                          (279,)     1.50K
Parameter294                                          (279,)     1.50K
Parameter295                                          (279,)     1.50K
Parameter296                                          (279,)     1.50K
Tensor297                                               (1,)   512.00B
Tensor298                                               (1,)   512.00B
Tensor299                                          (111709,)     0.00B
Tensor300                                       (50, 111709)    21.31M
Tensor301                                            (50, 1)   512.00B
Tensor302                                               (1,)   512.00B
Tensor303                                          (111709,)   436.50K
Tensor304                                          (111709,)   436.50K
Tensor305                                               (1,)   512.00B
Tensor306                                               (1,)   512.00B
Tensor307                                               (1,)   512.00B
Tensor308                                               (1,)   512.00B
Tensor309                                               (1,)   512.00B
Tensor310                                           (256, 1)     1.00K
Tensor311                                             (256,)     2.00K
Tensor312                                           (2, 256)     2.00K
Tensor313                                               (2,)   512.00B
Tensor314                                           (256, 1)     1.00K
Tensor315                                             (256,)     2.00K
Tensor316                                           (2, 256)     2.00K
Tensor317                                               (2,)   512.00B
Tensor318                                           (256, 1)     1.00K
Tensor319                                             (256,)     2.00K
Tensor320                                           (2, 256)     2.00K
Tensor321                                               (2,)   512.00B
Tensor322                                         (256, 256)   256.00K
Tensor323                                             (256,)     2.00K
Tensor324                                         (256, 256)   256.00K
Tensor325                                             (256,)     2.00K
Tensor326                                         (256, 256)   256.00K
Tensor327                                             (256,)     2.00K
Tensor328                                         (256, 256)   256.00K
Tensor329                                             (256,)     2.00K
Tensor330                                         (256, 256)   256.00K
Tensor331                                             (256,)     2.00K
Tensor332                                         (256, 256)   256.00K
Tensor333                                             (256,)     2.00K
Tensor334                                       (50, 111709)    21.31M
Tensor335                                            (50, 1)   512.00B
Tensor336                                       (50, 111709)    21.31M
Tensor337                                            (50, 1)   512.00B
Tensor338                                       (50, 111709)    21.31M
Tensor339                                            (50, 1)   512.00B
Tensor340                                       (50, 111709)    21.31M
Tensor341                                            (50, 1)   512.00B
Tensor342                                       (50, 111709)    21.31M
Tensor343                                            (50, 1)   512.00B
Tensor344                                       (50, 111709)    21.31M
Tensor345                                            (50, 1)   512.00B
Tensor346                                       (50, 111709)    21.31M
Tensor347                                            (50, 1)   512.00B
Tensor348                                       (50, 111709)    21.31M
Tensor349                                            (50, 1)   512.00B
Tensor350                                       (50, 111709)    21.31M
Tensor351                                            (50, 1)   512.00B
Tensor352                                       (50, 111709)    21.31M
Tensor353                                            (50, 1)   512.00B
Tensor354                                       (50, 111709)    21.31M
Tensor355                                            (50, 1)   512.00B
Tensor356                                       (50, 111709)    21.31M
Tensor357                                            (50, 1)   512.00B
Tensor358                                       (50, 111709)    21.31M
Tensor359                                            (50, 1)   512.00B
Tensor360                                       (50, 111709)    21.31M
Tensor361                                            (50, 1)   512.00B
Tensor362                                       (50, 111709)    21.31M
Tensor363                                            (50, 1)   512.00B
Tensor364                                        (1, 111709)     0.00B
Tensor365                                             (8, 1)   512.00B
Tensor366                                               (8,)   512.00B
Tensor367                                             (8, 8)   512.00B
Tensor368                                               (8,)   512.00B
Tensor369                                             (2, 8)   512.00B
Tensor370                                               (2,)   512.00B
Tensor371                                             (8, 1)   512.00B
Tensor372                                               (8,)   512.00B
Tensor373                                             (8, 8)   512.00B
Tensor374                                               (8,)   512.00B
Tensor375                                             (2, 8)   512.00B
Tensor376                                               (2,)   512.00B
Tensor377                                             (8, 1)   512.00B
Tensor378                                               (8,)   512.00B
Tensor379                                             (8, 8)   512.00B
Tensor380                                               (8,)   512.00B
Tensor381                                             (2, 8)   512.00B
Tensor382                                               (2,)   512.00B
Tensor383                                             (8, 1)   512.00B
Tensor384                                               (8,)   512.00B
Tensor385                                             (8, 8)   512.00B
Tensor386                                               (8,)   512.00B
Tensor387                                             (2, 8)   512.00B
Tensor388                                               (2,)   512.00B
Tensor389                                             (8, 1)   512.00B
Tensor390                                               (8,)   512.00B
Tensor391                                             (8, 8)   512.00B
Tensor392                                               (8,)   512.00B
Tensor393                                             (2, 8)   512.00B
Tensor394                                               (2,)   512.00B
Tensor395                                               (1,)   512.00B
Tensor396                                               (1,)   512.00B
Tensor397                                               (1,)   512.00B
Tensor398                                               (1,)   512.00B
Tensor399                                               (1,)   512.00B
Tensor400                                               (1,)   512.00B
Tensor401                                             (8, 1)   512.00B
Tensor402                                             (8, 8)   512.00B
Tensor403                                             (2, 8)   512.00B
Tensor404                                             (8, 1)   512.00B
Tensor405                                             (8, 8)   512.00B
Tensor406                                             (2, 8)   512.00B
Parameter407                                          (8, 1)   512.00B
Parameter407.grad                                     (8, 1)     0.00B
Parameter408                                            (8,)   512.00B
Parameter408.grad                                       (8,)     0.00B
Parameter409                                          (8, 8)   512.00B
Parameter409.grad                                     (8, 8)     0.00B
Parameter410                                            (8,)   512.00B
Parameter410.grad                                       (8,)     0.00B
Parameter411                                          (2, 8)   512.00B
Parameter411.grad                                     (2, 8)     0.00B
Parameter412                                            (2,)   512.00B
Parameter412.grad                                       (2,)     0.00B
Parameter413                                          (8, 1)   512.00B
Parameter413.grad                                     (8, 1)     0.00B
Parameter414                                            (8,)   512.00B
Parameter414.grad                                       (8,)     0.00B
Parameter415                                          (8, 8)   512.00B
Parameter415.grad                                     (8, 8)     0.00B
Parameter416                                            (8,)   512.00B
Parameter416.grad                                       (8,)     0.00B
Parameter417                                          (2, 8)   512.00B
Parameter417.grad                                     (2, 8)     0.00B
Parameter418                                            (2,)   512.00B
Parameter418.grad                                       (2,)     0.00B
Tensor419                                               (1,)   512.00B
Tensor420                                               (1,)   512.00B
Tensor421                                               (1,)   512.00B
Tensor422                                               (1,)   512.00B
Tensor423                                               (1,)   512.00B
Tensor424                                               (1,)   512.00B
Parameter425                                          (8, 1)   512.00B
Parameter425.grad                                     (8, 1)     0.00B
Parameter426                                            (8,)   512.00B
Parameter426.grad                                       (8,)     0.00B
Tensor427                                             (8, 1)   512.00B
Parameter428                                          (8, 8)   512.00B
Parameter428.grad                                     (8, 8)     0.00B
Parameter429                                            (8,)   512.00B
Parameter429.grad                                       (8,)     0.00B
Tensor430                                             (8, 8)   512.00B
Parameter431                                          (2, 8)   512.00B
Parameter431.grad                                     (2, 8)     0.00B
Parameter432                                            (2,)   512.00B
Parameter432.grad                                       (2,)     0.00B
Tensor433                                             (2, 8)   512.00B
Parameter434                                          (8, 1)   512.00B
Parameter434.grad                                     (8, 1)     0.00B
Parameter435                                            (8,)   512.00B
Parameter435.grad                                       (8,)     0.00B
Tensor436                                             (8, 1)   512.00B
Parameter437                                          (8, 8)   512.00B
Parameter437.grad                                     (8, 8)     0.00B
Parameter438                                            (8,)   512.00B
Parameter438.grad                                       (8,)     0.00B
Tensor439                                             (8, 8)   512.00B
Parameter440                                          (2, 8)   512.00B
Parameter440.grad                                     (2, 8)     0.00B
Parameter441                                            (2,)   512.00B
Parameter441.grad                                       (2,)     0.00B
Tensor442                                             (2, 8)   512.00B
Tensor443                                          (1600, 1)     6.50K
Tensor444                                          (1600, 1)     6.50K
Tensor445                                          (1600, 1)     6.50K
Tensor446                                          (1600, 1)     6.50K
Tensor447                                          (1600, 1)     6.50K
Tensor448                                       (50, 111709)    21.31M
Tensor449                                            (50, 1)   512.00B
Tensor450                                          (1600, 1)     0.00B
Tensor451                                          (1600, 1)     6.50K
Tensor452                                          (1600, 1)     6.50K
Tensor453                                          (1600, 1)     6.50K
Tensor454                                          (1600, 1)     6.50K
Tensor455                                          (1600, 1)     6.50K
Tensor456                                          (1600, 1)     6.50K
Tensor457                                          (1600, 1)     6.50K
Tensor458                                          (1600, 1)     6.50K
Tensor459                                          (1600, 1)     6.50K
Tensor460                                               (1,)   512.00B
Tensor461                                               (1,)   512.00B
Tensor462                                               (1,)   512.00B
Tensor463                                       (50, 111709)    21.31M
Tensor464                                            (50, 1)   512.00B
Tensor465                                          (1000, 1)     4.00K
Tensor466                                               (1,)   512.00B
Tensor467                                               (1,)   512.00B
Tensor468                                          (1000, 1)     4.00K
Tensor469                                               (1,)   512.00B
Tensor470                                               (1,)   512.00B
Tensor471                                          (1000, 1)     4.00K
Tensor472                                               (1,)   512.00B
Tensor473                                               (1,)   512.00B
Tensor474                                          (1000, 1)     4.00K
Tensor475                                               (1,)   512.00B
Tensor476                                               (1,)   512.00B
Tensor477                                          (1000, 1)     4.00K
Tensor478                                          (1000, 1)     4.00K
Tensor479                                          (1000, 1)     4.00K
Tensor480                                          (1000, 1)     4.00K
Tensor481                                          (1000, 1)     0.00B
Tensor482                                          (1000, 1)     4.00K
Tensor483                                          (1000, 1)     0.00B
Tensor484                                          (1000, 1)     4.00K
Tensor485                                          (1000, 1)     0.00B
Tensor486                                          (1000, 1)     4.00K
Tensor487                                          (1000, 1)     0.00B
Tensor488                                          (1000, 1)     4.00K
Tensor489                                          (1000, 1)     0.00B
Tensor490                                          (1000, 1)     4.00K
Tensor491                                          (1000, 1)     0.00B
Tensor492                                          (1000, 1)     4.00K
Tensor493                                          (1000, 1)     0.00B
Tensor494                                          (1000, 1)     4.00K
Tensor495                                          (1000, 1)     0.00B
Tensor496                                          (1000, 1)     4.00K
Tensor497                                               (1,)   512.00B
Tensor498                                               (1,)   512.00B
Tensor499                                               (1,)   512.00B
Tensor500                                               (1,)   512.00B
Tensor501                                               (1,)   512.00B
Tensor502                                          (1000, 1)     4.00K
Parameter503                                          (8, 1)   512.00B
Parameter504                                            (8,)   512.00B
Tensor505                                             (8, 1)   512.00B
Parameter506                                          (8, 8)   512.00B
Parameter507                                            (8,)   512.00B
Tensor508                                             (8, 8)   512.00B
Parameter509                                          (2, 8)   512.00B
Parameter510                                            (2,)   512.00B
Tensor511                                             (2, 8)   512.00B
Parameter512                                          (8, 1)   512.00B
Parameter513                                            (8,)   512.00B
Tensor514                                             (8, 1)   512.00B
Parameter515                                          (8, 8)   512.00B
Parameter516                                            (8,)   512.00B
Tensor517                                             (8, 8)   512.00B
Parameter518                                          (2, 8)   512.00B
Parameter519                                            (2,)   512.00B
Tensor520                                             (2, 8)   512.00B
Parameter521                                          (8, 1)   512.00B
Parameter522                                            (8,)   512.00B
Tensor523                                             (8, 1)   512.00B
Parameter524                                          (8, 8)   512.00B
Parameter525                                            (8,)   512.00B
Tensor526                                             (8, 8)   512.00B
Parameter527                                          (2, 8)   512.00B
Parameter528                                            (2,)   512.00B
Tensor529                                             (2, 8)   512.00B
Parameter530                                          (8, 1)   512.00B
Parameter531                                            (8,)   512.00B
Tensor532                                             (8, 1)   512.00B
Parameter533                                          (8, 8)   512.00B
Parameter534                                            (8,)   512.00B
Tensor535                                             (8, 8)   512.00B
Parameter536                                          (2, 8)   512.00B
Parameter537                                            (2,)   512.00B
Tensor538                                             (2, 8)   512.00B
Parameter539                                          (8, 1)   512.00B
Parameter540                                            (8,)   512.00B
Tensor541                                             (8, 1)   512.00B
Parameter542                                          (8, 8)   512.00B
Parameter543                                            (8,)   512.00B
Tensor544                                             (8, 8)   512.00B
Parameter545                                          (2, 8)   512.00B
Parameter546                                            (2,)   512.00B
Tensor547                                             (2, 8)   512.00B
Parameter548                                        (256, 1)     1.00K
Parameter549                                          (256,)     1.00K
Parameter550                                      (256, 279)   279.00K
Parameter551                                          (256,)     1.00K
Parameter552                                        (2, 256)     2.00K
Parameter553                                            (2,)   512.00B
Parameter554                                        (256, 1)     1.00K
Parameter555                                          (256,)     1.00K
Parameter556                                      (256, 279)   279.00K
Parameter557                                          (256,)     1.00K
Parameter558                                        (2, 256)     2.00K
Parameter559                                            (2,)   512.00B
Parameter560                                        (256, 1)     1.00K
Parameter561                                          (256,)     1.00K
Parameter562                                      (256, 279)   279.00K
Parameter563                                          (256,)     1.00K
Parameter564                                        (2, 256)     2.00K
Parameter565                                            (2,)   512.00B
Parameter566                                      (256, 256)   256.00K
Parameter567                                          (256,)     1.00K
Parameter568                                      (256, 256)   256.00K
Parameter569                                          (256,)     1.00K
Parameter570                                      (256, 256)   256.00K
Parameter571                                          (256,)     1.00K
Parameter572                                      (256, 256)   256.00K
Parameter573                                          (256,)     1.00K
Parameter574                                      (256, 256)   256.00K
Parameter575                                          (256,)     1.00K
Parameter576                                      (256, 256)   256.00K
Parameter577                                          (256,)     1.00K
Tensor578                                               (1,)   512.00B
Tensor579                                               (1,)   512.00B
Tensor580                                               (1,)   512.00B
Tensor581                                               (1,)   512.00B
Tensor582                                          (1600, 1)     6.50K
Tensor583                                          (1600, 1)     6.50K
Tensor584                                          (1600, 1)     6.50K
Tensor585                                               (1,)   512.00B
Tensor586                                               (1,)   512.00B
Tensor587                                               (1,)   512.00B
Tensor588                                          (111709,)   436.50K
Tensor589                                          (111709,)   436.50K
Parameter590                                          (8, 1)   512.00B
Parameter590.grad                                     (8, 1)     0.00B
Parameter591                                            (8,)   512.00B
Parameter591.grad                                       (8,)     0.00B
Tensor592                                             (8, 1)   512.00B
Parameter593                                          (8, 8)   512.00B
Parameter593.grad                                     (8, 8)     0.00B
Parameter594                                            (8,)   512.00B
Parameter594.grad                                       (8,)     0.00B
Tensor595                                             (8, 8)   512.00B
Parameter596                                          (2, 8)   512.00B
Parameter596.grad                                     (2, 8)     0.00B
Parameter597                                            (2,)   512.00B
Parameter597.grad                                       (2,)     0.00B
Tensor598                                             (2, 8)   512.00B
Tensor599                                               (1,)   512.00B
Tensor600                                               (1,)   512.00B
Tensor601                                               (1,)   512.00B
Tensor602                                               (1,)   512.00B
Tensor603                                               (1,)   512.00B
Parameter604                                      (9975614,)    38.05M
Parameter605                                          (893,)     3.50K
Tensor606                                       (2, 9975614)   152.22M
Parameter607                                          (893,)     3.50K
Parameter608                                          (893,)     3.50K
Parameter609                                        (56973,)   223.00K
Parameter610                                          (638,)     2.50K
Tensor611                                         (2, 56973)   890.50K
Parameter612                                          (638,)     2.50K
Parameter613                                          (638,)     2.50K
Parameter614                                        (35600,)   139.50K
Parameter615                                          (558,)     2.50K
Tensor616                                         (2, 35600)   556.50K
Parameter617                                          (558,)     2.50K
