Element type                                            Size  Used MEM
Tensor3033                                         (1600, 1)     6.50K
Tensor3034                                         (1600, 1)     6.50K
Tensor3035                                         (1600, 1)     6.50K
Tensor3036                                         (1600, 1)     6.50K
Tensor3037                                         (1600, 1)     6.50K
Tensor3038                                         (1600, 1)     6.50K
Tensor3039                                         (1600, 1)     6.50K
Tensor3040                                       (1, 111709)     0.00B
Tensor3041                                              (1,)   512.00B
Tensor3042                                              (1,)   512.00B
Tensor3043                                              (2,)   512.00B
Tensor3044                                            (2, 8)   512.00B
Tensor3045                                              (8,)   512.00B
Tensor3046                                            (8, 8)   512.00B
Tensor3047                                              (8,)   512.00B
Tensor3048                                            (8, 1)   512.00B
Tensor3049                                              (2,)   512.00B
Tensor3050                                            (2, 8)   512.00B
Tensor3051                                              (8,)   512.00B
Tensor3052                                            (8, 8)   512.00B
Tensor3053                                              (8,)   512.00B
Tensor3054                                            (8, 1)   512.00B
Tensor3055                                              (2,)   512.00B
Tensor3056                                            (2, 8)   512.00B
Tensor3057                                              (8,)   512.00B
Tensor3058                                            (8, 8)   512.00B
Tensor3059                                              (8,)   512.00B
Tensor3060                                            (8, 1)   512.00B
Tensor3061                                              (2,)   512.00B
Tensor3062                                            (2, 8)   512.00B
Tensor3063                                              (8,)   512.00B
Tensor3064                                            (8, 8)   512.00B
Tensor3065                                              (8,)   512.00B
Tensor3066                                            (8, 1)   512.00B
Tensor3067                                              (2,)   512.00B
Tensor3068                                            (2, 8)   512.00B
Tensor3069                                              (8,)   512.00B
Tensor3070                                            (8, 8)   512.00B
Tensor3071                                              (8,)   512.00B
Tensor3072                                            (8, 1)   512.00B
Tensor3073                                         (1600, 1)     6.50K
Tensor3074                                         (1600, 1)     6.50K
Tensor3075                                         (1600, 1)     6.50K
Tensor3076                                         (1600, 1)     6.50K
Tensor3077                                         (1600, 1)     6.50K
Tensor3078                                         (1600, 1)     6.50K
Tensor3079                                      (50, 111709)    21.31M
Tensor3080                                           (50, 1)   512.00B
Tensor3081                                         (1600, 1)     0.00B
Tensor3082                                         (1600, 1)     6.50K
Tensor3083                                         (1600, 1)     6.50K
Tensor3084                                         (1600, 1)     6.50K
Tensor3085                                         (1600, 1)     6.50K
Tensor3086                                         (1600, 1)     6.50K
Tensor3087                                         (1600, 1)     6.50K
Tensor3088                                         (1600, 1)     6.50K
Tensor3089                                         (1600, 1)     6.50K
Tensor3090                                         (1600, 1)     6.50K
Tensor3091                                         (1600, 1)     6.50K
Tensor3092                                         (1600, 1)     6.50K
Tensor3093                                       (1, 111709)     0.00B
Tensor3094                                            (8, 1)   512.00B
Tensor3095                                              (8,)   512.00B
Tensor3096                                            (8, 8)   512.00B
Tensor3097                                              (8,)   512.00B
Tensor3098                                            (2, 8)   512.00B
Tensor3099                                              (2,)   512.00B
Tensor3100                                            (8, 1)   512.00B
Tensor3101                                              (8,)   512.00B
Tensor3102                                            (8, 8)   512.00B
Tensor3103                                              (8,)   512.00B
Tensor3104                                            (2, 8)   512.00B
Tensor3105                                              (2,)   512.00B
Tensor3106                                            (8, 1)   512.00B
Tensor3107                                              (8,)   512.00B
Tensor3108                                            (8, 8)   512.00B
Tensor3109                                              (8,)   512.00B
Tensor3110                                            (2, 8)   512.00B
Tensor3111                                              (2,)   512.00B
Tensor3112                                            (8, 1)   512.00B
Tensor3113                                              (8,)   512.00B
Tensor3114                                            (8, 8)   512.00B
Tensor3115                                              (8,)   512.00B
Tensor3116                                            (2, 8)   512.00B
Tensor3117                                              (2,)   512.00B
Tensor3118                                            (8, 1)   512.00B
Tensor3119                                              (8,)   512.00B
Tensor3120                                            (8, 8)   512.00B
Tensor3121                                              (8,)   512.00B
Tensor3122                                            (2, 8)   512.00B
Tensor3123                                              (2,)   512.00B
Tensor3124                                            (8, 1)   512.00B
Tensor3125                                            (8, 1)   512.00B
Tensor3126                                            (8, 1)   512.00B
Tensor3127                                              (8,)   512.00B
Tensor3128                                              (8,)   512.00B
Tensor3129                                              (8,)   512.00B
Tensor3130                                            (8, 8)   512.00B
Tensor3131                                            (8, 8)   512.00B
Tensor3132                                            (8, 8)   512.00B
Tensor3133                                              (8,)   512.00B
Tensor3134                                              (8,)   512.00B
Tensor3135                                              (8,)   512.00B
Tensor3136                                            (2, 8)   512.00B
Tensor3137                                            (2, 8)   512.00B
Tensor3138                                            (2, 8)   512.00B
Tensor3139                                              (2,)   512.00B
Tensor3140                                              (2,)   512.00B
Tensor3141                                              (2,)   512.00B
Tensor3142                                            (8, 1)   512.00B
Tensor3143                                            (8, 1)   512.00B
Tensor3144                                            (8, 1)   512.00B
Tensor3145                                              (8,)   512.00B
Tensor3146                                              (8,)   512.00B
Tensor3147                                              (8,)   512.00B
Tensor3148                                            (8, 8)   512.00B
Tensor3149                                            (8, 8)   512.00B
Tensor3150                                            (8, 8)   512.00B
Tensor3151                                              (8,)   512.00B
Tensor3152                                              (8,)   512.00B
Tensor3153                                              (8,)   512.00B
Tensor3154                                            (2, 8)   512.00B
Tensor3155                                            (2, 8)   512.00B
Tensor3156                                            (2, 8)   512.00B
Tensor3157                                              (2,)   512.00B
Tensor3158                                              (2,)   512.00B
Tensor3159                                              (2,)   512.00B
Tensor3160                                            (8, 1)   512.00B
Tensor3161                                            (8, 1)   512.00B
Tensor3162                                            (8, 1)   512.00B
Tensor3163                                              (8,)   512.00B
Tensor3164                                              (8,)   512.00B
Tensor3165                                              (8,)   512.00B
Tensor3166                                            (8, 8)   512.00B
Tensor3167                                            (8, 8)   512.00B
Tensor3168                                            (8, 8)   512.00B
Tensor3169                                              (8,)   512.00B
Tensor3170                                              (8,)   512.00B
Tensor3171                                              (8,)   512.00B
Tensor3172                                            (2, 8)   512.00B
Tensor3173                                            (2, 8)   512.00B
Tensor3174                                            (2, 8)   512.00B
Tensor3175                                              (2,)   512.00B
Tensor3176                                              (2,)   512.00B
Tensor3177                                              (2,)   512.00B
Tensor3178                                            (8, 1)   512.00B
Tensor3179                                            (8, 1)   512.00B
Tensor3180                                            (8, 1)   512.00B
Tensor3181                                              (8,)   512.00B
Tensor3182                                              (8,)   512.00B
Tensor3183                                              (8,)   512.00B
Tensor3184                                            (8, 8)   512.00B
Tensor3185                                            (8, 8)   512.00B
Tensor3186                                            (8, 8)   512.00B
Tensor3187                                              (8,)   512.00B
Tensor3188                                              (8,)   512.00B
Tensor3189                                              (8,)   512.00B
Tensor3190                                            (2, 8)   512.00B
Tensor3191                                            (2, 8)   512.00B
Tensor3192                                            (2, 8)   512.00B
Tensor3193                                              (2,)   512.00B
Tensor3194                                              (2,)   512.00B
Tensor3195                                              (2,)   512.00B
Tensor3196                                            (8, 1)   512.00B
Tensor3197                                            (8, 1)   512.00B
Tensor3198                                            (8, 1)   512.00B
Tensor3199                                              (8,)   512.00B
Tensor3200                                              (8,)   512.00B
Tensor3201                                              (8,)   512.00B
Tensor3202                                            (8, 8)   512.00B
Tensor3203                                            (8, 8)   512.00B
Tensor3204                                            (8, 8)   512.00B
Tensor3205                                              (8,)   512.00B
Tensor3206                                              (8,)   512.00B
Tensor3207                                              (8,)   512.00B
Tensor3208                                            (2, 8)   512.00B
Tensor3209                                            (2, 8)   512.00B
Tensor3210                                            (2, 8)   512.00B
Tensor3211                                              (2,)   512.00B
Tensor3212                                              (2,)   512.00B
Tensor3213                                              (2,)   512.00B
Tensor3214                                              (1,)   512.00B
Tensor3215                                              (1,)   512.00B
Tensor3216                                         (1600, 1)     6.50K
Tensor3217                                      (50, 111709)    21.31M
Tensor3218                                           (50, 1)   512.00B
Tensor3219                                              (1,)   512.00B
Tensor3220                                              (1,)   512.00B
Tensor3221                                              (1,)   512.00B
Tensor3222                                       (1, 111709)     0.00B
Tensor3223                                            (8, 1)   512.00B
Tensor3224                                              (8,)   512.00B
Tensor3225                                            (8, 8)   512.00B
Tensor3226                                              (8,)   512.00B
Tensor3227                                            (2, 8)   512.00B
Tensor3228                                              (2,)   512.00B
Tensor3229                                            (8, 1)   512.00B
Tensor3230                                              (8,)   512.00B
Tensor3231                                            (8, 8)   512.00B
Tensor3232                                              (8,)   512.00B
Tensor3233                                            (2, 8)   512.00B
Tensor3234                                              (2,)   512.00B
Tensor3235                                            (8, 1)   512.00B
Tensor3236                                              (8,)   512.00B
Tensor3237                                            (8, 8)   512.00B
Tensor3238                                              (8,)   512.00B
Tensor3239                                            (2, 8)   512.00B
Tensor3240                                              (2,)   512.00B
Tensor3241                                            (8, 1)   512.00B
Tensor3242                                              (8,)   512.00B
Tensor3243                                            (8, 8)   512.00B
Tensor3244                                              (8,)   512.00B
Tensor3245                                            (2, 8)   512.00B
Tensor3246                                              (2,)   512.00B
Tensor3247                                            (8, 1)   512.00B
Tensor3248                                              (8,)   512.00B
Tensor3249                                            (8, 8)   512.00B
Tensor3250                                              (8,)   512.00B
Tensor3251                                            (2, 8)   512.00B
Tensor3252                                              (2,)   512.00B
Tensor3253                                            (8, 1)   512.00B
Tensor3254                                            (8, 1)   512.00B
Tensor3255                                            (8, 1)   512.00B
Tensor3256                                              (8,)   512.00B
Tensor3257                                              (8,)   512.00B
Tensor3258                                              (8,)   512.00B
Tensor3259                                            (8, 8)   512.00B
Tensor3260                                            (8, 8)   512.00B
Tensor3261                                            (8, 8)   512.00B
Tensor3262                                              (8,)   512.00B
Tensor3263                                              (8,)   512.00B
Tensor3264                                              (8,)   512.00B
Tensor3265                                            (2, 8)   512.00B
Tensor3266                                            (2, 8)   512.00B
Tensor3267                                            (2, 8)   512.00B
Tensor3268                                              (2,)   512.00B
Tensor3269                                              (2,)   512.00B
Tensor3270                                              (2,)   512.00B
Tensor3271                                            (8, 1)   512.00B
Tensor3272                                            (8, 1)   512.00B
Tensor3273                                            (8, 1)   512.00B
Tensor3274                                              (8,)   512.00B
Tensor3275                                              (8,)   512.00B
Tensor3276                                              (8,)   512.00B
Tensor3277                                            (8, 8)   512.00B
Tensor3278                                            (8, 8)   512.00B
Tensor3279                                            (8, 8)   512.00B
Tensor3280                                              (8,)   512.00B
Tensor3281                                              (8,)   512.00B
Tensor3282                                              (8,)   512.00B
Tensor3283                                            (2, 8)   512.00B
Tensor3284                                            (2, 8)   512.00B
Tensor3285                                            (2, 8)   512.00B
Tensor3286                                              (2,)   512.00B
Tensor3287                                              (2,)   512.00B
Tensor3288                                              (2,)   512.00B
Tensor3289                                            (8, 1)   512.00B
Tensor3290                                            (8, 1)   512.00B
Tensor3291                                            (8, 1)   512.00B
Tensor3292                                              (8,)   512.00B
Tensor3293                                              (8,)   512.00B
Tensor3294                                              (8,)   512.00B
Tensor3295                                            (8, 8)   512.00B
Tensor3296                                            (8, 8)   512.00B
Tensor3297                                            (8, 8)   512.00B
Tensor3298                                              (8,)   512.00B
Tensor3299                                              (8,)   512.00B
Tensor3300                                              (8,)   512.00B
Tensor3301                                            (2, 8)   512.00B
Tensor3302                                            (2, 8)   512.00B
Tensor3303                                            (2, 8)   512.00B
Tensor3304                                              (2,)   512.00B
Tensor3305                                              (2,)   512.00B
Tensor3306                                              (2,)   512.00B
Tensor3307                                            (8, 1)   512.00B
Tensor3308                                            (8, 1)   512.00B
Tensor3309                                            (8, 1)   512.00B
Tensor3310                                              (8,)   512.00B
Tensor3311                                              (8,)   512.00B
Tensor3312                                              (8,)   512.00B
Tensor3313                                            (8, 8)   512.00B
Tensor3314                                            (8, 8)   512.00B
Tensor3315                                            (8, 8)   512.00B
Tensor3316                                              (8,)   512.00B
Tensor3317                                              (8,)   512.00B
Tensor3318                                              (8,)   512.00B
Tensor3319                                            (2, 8)   512.00B
Tensor3320                                            (2, 8)   512.00B
Tensor3321                                            (2, 8)   512.00B
Tensor3322                                              (2,)   512.00B
Tensor3323                                              (2,)   512.00B
Tensor3324                                              (2,)   512.00B
Tensor3325                                            (8, 1)   512.00B
Tensor3326                                            (8, 1)   512.00B
Tensor3327                                            (8, 1)   512.00B
Tensor3328                                              (8,)   512.00B
Tensor3329                                              (8,)   512.00B
Tensor3330                                              (8,)   512.00B
Tensor3331                                            (8, 8)   512.00B
Tensor3332                                            (8, 8)   512.00B
Tensor3333                                            (8, 8)   512.00B
Tensor3334                                              (8,)   512.00B
Tensor3335                                              (8,)   512.00B
Tensor3336                                              (8,)   512.00B
Tensor3337                                            (2, 8)   512.00B
Tensor3338                                            (2, 8)   512.00B
Tensor3339                                            (2, 8)   512.00B
Tensor3340                                              (2,)   512.00B
Tensor3341                                              (2,)   512.00B
Tensor3342                                              (2,)   512.00B
Tensor3343                                              (1,)   512.00B
Tensor3344                                              (1,)   512.00B
Parameter3345                                         (8, 1)   512.00B
Parameter3345.grad                                    (8, 1)     0.00B
Parameter3346                                           (8,)   512.00B
Parameter3346.grad                                      (8,)     0.00B
Parameter3347                                         (8, 8)   512.00B
Parameter3347.grad                                    (8, 8)     0.00B
Parameter3348                                           (8,)   512.00B
Parameter3348.grad                                      (8,)     0.00B
Parameter3349                                         (2, 8)   512.00B
Parameter3349.grad                                    (2, 8)     0.00B
Parameter3350                                           (2,)   512.00B
Parameter3350.grad                                      (2,)     0.00B
Parameter3351                                         (8, 1)   512.00B
Parameter3351.grad                                    (8, 1)     0.00B
Parameter3352                                           (8,)   512.00B
Parameter3352.grad                                      (8,)     0.00B
Parameter3353                                         (8, 8)   512.00B
Parameter3353.grad                                    (8, 8)     0.00B
Parameter3354                                           (8,)   512.00B
Parameter3354.grad                                      (8,)     0.00B
Parameter3355                                         (2, 8)   512.00B
Parameter3355.grad                                    (2, 8)     0.00B
Parameter3356                                           (2,)   512.00B
Parameter3356.grad                                      (2,)     0.00B
Parameter3357                                         (8, 1)   512.00B
Parameter3357.grad                                    (8, 1)     0.00B
Parameter3358                                           (8,)   512.00B
Parameter3358.grad                                      (8,)     0.00B
Parameter3359                                         (8, 8)   512.00B
Parameter3359.grad                                    (8, 8)     0.00B
Parameter3360                                           (8,)   512.00B
Parameter3360.grad                                      (8,)     0.00B
Parameter3361                                         (2, 8)   512.00B
Parameter3361.grad                                    (2, 8)     0.00B
Parameter3362                                           (2,)   512.00B
Parameter3362.grad                                      (2,)     0.00B
Parameter3363                                         (8, 1)   512.00B
Parameter3363.grad                                    (8, 1)     0.00B
Parameter3364                                           (8,)   512.00B
Parameter3364.grad                                      (8,)     0.00B
Parameter3365                                         (8, 8)   512.00B
Parameter3365.grad                                    (8, 8)     0.00B
Parameter3366                                           (8,)   512.00B
Parameter3366.grad                                      (8,)     0.00B
Parameter3367                                         (2, 8)   512.00B
Parameter3367.grad                                    (2, 8)     0.00B
Parameter3368                                           (2,)   512.00B
Parameter3368.grad                                      (2,)     0.00B
Parameter3369                                         (8, 1)   512.00B
Parameter3369.grad                                    (8, 1)     0.00B
Parameter3370                                           (8,)   512.00B
Parameter3370.grad                                      (8,)     0.00B
Parameter3371                                         (8, 8)   512.00B
Parameter3371.grad                                    (8, 8)     0.00B
Parameter3372                                           (8,)   512.00B
Parameter3372.grad                                      (8,)     0.00B
Parameter3373                                         (2, 8)   512.00B
Parameter3373.grad                                    (2, 8)     0.00B
Parameter3374                                           (2,)   512.00B
Parameter3374.grad                                      (2,)     0.00B
Tensor3375                                         (1000, 1)     4.00K
Tensor3376                                              (1,)   512.00B
Tensor3377                                              (1,)   512.00B
Tensor3378                                         (1000, 1)     4.00K
Tensor3379                                              (1,)   512.00B
Tensor3380                                              (1,)   512.00B
Tensor3381                                         (1000, 1)     4.00K
Tensor3382                                              (1,)   512.00B
Tensor3383                                              (1,)   512.00B
Tensor3384                                         (1000, 1)     4.00K
Tensor3385                                              (1,)   512.00B
Tensor3386                                              (1,)   512.00B
Tensor3387                                         (1000, 1)     4.00K
Tensor3388                                              (1,)   512.00B
Tensor3389                                              (1,)   512.00B
Tensor3390                                              (1,)   512.00B
Tensor3391                                              (1,)   512.00B
Tensor3392                                              (1,)   512.00B
Tensor3393                                              (1,)   512.00B
Tensor3394                                              (1,)   512.00B
Tensor3395                                              (1,)   512.00B
Tensor3396                                         (1000, 1)     4.00K
Tensor3397                                         (1000, 1)     4.00K
Tensor3398                                         (1000, 1)     4.00K
Tensor3399                                         (1000, 1)     0.00B
Tensor3400                                         (1000, 1)     4.00K
Tensor3401                                         (1000, 1)     0.00B
Tensor3402                                         (1000, 1)     4.00K
Tensor3403                                         (1000, 1)     0.00B
Tensor3404                                         (1000, 1)     4.00K
Tensor3405                                         (1000, 1)     0.00B
Tensor3406                                         (1000, 1)     4.00K
Tensor3407                                         (1000, 1)     0.00B
Tensor3408                                         (1000, 1)     4.00K
Tensor3409                                         (1000, 1)     0.00B
Tensor3410                                         (1000, 1)     4.00K
Tensor3411                                         (1000, 1)     0.00B
Tensor3412                                         (1000, 1)     4.00K
Tensor3413                                         (1000, 1)     0.00B
Tensor3414                                         (1000, 1)     4.00K
Tensor3415                                              (1,)   512.00B
Tensor3416                                              (1,)   512.00B
Tensor3417                                              (1,)   512.00B
Tensor3418                                              (1,)   512.00B
Tensor3419                                              (1,)   512.00B
Tensor3420                                              (1,)   512.00B
Tensor3421                                              (1,)   512.00B
Tensor3422                                              (1,)   512.00B
Tensor3423                                              (1,)   512.00B
Tensor3424                                              (1,)   512.00B
Tensor3425                                              (1,)   512.00B
Tensor3426                                              (1,)   512.00B
Tensor3427                                              (1,)   512.00B
Tensor3428                                         (1000, 1)     4.00K
Parameter3429                                         (8, 1)   512.00B
Parameter3430                                           (8,)   512.00B
Tensor3431                                            (8, 1)   512.00B
Parameter3432                                         (8, 8)   512.00B
Parameter3433                                           (8,)   512.00B
Tensor3434                                            (8, 8)   512.00B
Parameter3435                                         (2, 8)   512.00B
Parameter3436                                           (2,)   512.00B
Tensor3437                                            (2, 8)   512.00B
Parameter3438                                         (8, 1)   512.00B
Parameter3439                                           (8,)   512.00B
Tensor3440                                            (8, 1)   512.00B
Parameter3441                                         (8, 8)   512.00B
Parameter3442                                           (8,)   512.00B
Tensor3443                                            (8, 8)   512.00B
Parameter3444                                         (2, 8)   512.00B
Parameter3445                                           (2,)   512.00B
Tensor3446                                            (2, 8)   512.00B
Parameter3447                                         (8, 1)   512.00B
Parameter3448                                           (8,)   512.00B
Tensor3449                                            (8, 1)   512.00B
Parameter3450                                         (8, 8)   512.00B
Parameter3451                                           (8,)   512.00B
Tensor3452                                            (8, 8)   512.00B
Parameter3453                                         (2, 8)   512.00B
Parameter3454                                           (2,)   512.00B
Tensor3455                                            (2, 8)   512.00B
Parameter3456                                         (8, 1)   512.00B
Parameter3457                                           (8,)   512.00B
Tensor3458                                            (8, 1)   512.00B
Parameter3459                                         (8, 8)   512.00B
Parameter3460                                           (8,)   512.00B
Tensor3461                                            (8, 8)   512.00B
Parameter3462                                         (2, 8)   512.00B
Parameter3463                                           (2,)   512.00B
Tensor3464                                            (2, 8)   512.00B
Parameter3465                                         (8, 1)   512.00B
Parameter3466                                           (8,)   512.00B
Tensor3467                                            (8, 1)   512.00B
Parameter3468                                         (8, 8)   512.00B
Parameter3469                                           (8,)   512.00B
Tensor3470                                            (8, 8)   512.00B
Parameter3471                                         (2, 8)   512.00B
Parameter3472                                           (2,)   512.00B
Tensor3473                                            (2, 8)   512.00B
Tensor3474                                            (8, 1)   512.00B
Tensor3475                                            (8, 8)   512.00B
Tensor3476                                            (2, 8)   512.00B
Tensor3477                                            (8, 1)   512.00B
Tensor3478                                            (8, 8)   512.00B
Tensor3479                                            (2, 8)   512.00B
Tensor3480                                            (8, 1)   512.00B
Tensor3481                                            (8, 8)   512.00B
Tensor3482                                            (2, 8)   512.00B
Tensor3483                                            (8, 1)   512.00B
Tensor3484                                            (8, 8)   512.00B
Tensor3485                                            (2, 8)   512.00B
Tensor3486                                            (8, 1)   512.00B
Tensor3487                                            (8, 8)   512.00B
Tensor3488                                            (2, 8)   512.00B
Tensor3489                                         (1600, 1)     6.50K
Tensor3490                                         (1600, 1)     6.50K
Tensor3491                                         (1600, 1)     6.50K
Tensor3492                                         (1600, 1)     6.50K
Tensor3493                                         (1600, 1)     6.50K
Tensor3494                                         (1600, 1)     6.50K
Tensor3495                                      (50, 111709)    21.31M
Tensor3496                                           (50, 1)   512.00B
Tensor3497                                         (1600, 1)     0.00B
Tensor3498                                         (1600, 1)     6.50K
Tensor3499                                         (1600, 1)     6.50K
Tensor3500                                         (1600, 1)     6.50K
Tensor3501                                         (1600, 1)     6.50K
Tensor3502                                         (1600, 1)     6.50K
Tensor3503                                         (1600, 1)     6.50K
Tensor3504                                         (1600, 1)     6.50K
Tensor3505                                         (1600, 1)     6.50K
Tensor3506                                         (1600, 1)     6.50K
Tensor3507                                         (1600, 1)     6.50K
Tensor3508                                         (1600, 1)     6.50K
Parameter3509                                       (256, 1)     1.00K
Parameter3510                                         (256,)     1.00K
Parameter3511                                    (256, 1117)     1.09M
Parameter3512                                         (256,)     1.00K
Parameter3513                                       (2, 256)     2.00K
Parameter3514                                           (2,)   512.00B
Parameter3515                                       (256, 1)     1.00K
Parameter3516                                         (256,)     1.00K
Parameter3517                                    (256, 1117)     1.09M
Parameter3518                                         (256,)     1.00K
Parameter3519                                       (2, 256)     2.00K
Parameter3520                                           (2,)   512.00B
Parameter3521                                       (256, 1)     1.00K
Parameter3522                                         (256,)     1.00K
Parameter3523                                    (256, 1117)     1.09M
Parameter3524                                         (256,)     1.00K
Parameter3525                                       (2, 256)     2.00K
Parameter3526                                           (2,)   512.00B
Parameter3527                                     (256, 256)   256.00K
Parameter3528                                         (256,)     1.00K
Parameter3529                                     (256, 256)   256.00K
Parameter3530                                         (256,)     1.00K
Parameter3531                                     (256, 256)   256.00K
Parameter3532                                         (256,)     1.00K
Parameter3533                                     (256, 256)   256.00K
Parameter3534                                         (256,)     1.00K
Parameter3535                                     (256, 256)   256.00K
Parameter3536                                         (256,)     1.00K
Parameter3537                                     (256, 256)   256.00K
Parameter3538                                         (256,)     1.00K
Parameter3539                                         (8, 1)   512.00B
Parameter3539.grad                                    (8, 1)     0.00B
Parameter3540                                           (8,)   512.00B
Parameter3540.grad                                      (8,)     0.00B
Parameter3541                                         (8, 8)   512.00B
Parameter3541.grad                                    (8, 8)     0.00B
Parameter3542                                           (8,)   512.00B
Parameter3542.grad                                      (8,)     0.00B
Parameter3543                                         (2, 8)   512.00B
Parameter3543.grad                                    (2, 8)     0.00B
Parameter3544                                           (2,)   512.00B
Parameter3544.grad                                      (2,)     0.00B
Parameter3545                                         (8, 1)   512.00B
Parameter3545.grad                                    (8, 1)     0.00B
Parameter3546                                           (8,)   512.00B
Parameter3546.grad                                      (8,)     0.00B
Parameter3547                                         (8, 8)   512.00B
Parameter3547.grad                                    (8, 8)     0.00B
Parameter3548                                           (8,)   512.00B
Parameter3548.grad                                      (8,)     0.00B
Parameter3549                                         (2, 8)   512.00B
Parameter3549.grad                                    (2, 8)     0.00B
Parameter3550                                           (2,)   512.00B
Parameter3550.grad                                      (2,)     0.00B
Parameter3551                                         (8, 1)   512.00B
Parameter3551.grad                                    (8, 1)     0.00B
Parameter3552                                           (8,)   512.00B
Parameter3552.grad                                      (8,)     0.00B
Parameter3553                                         (8, 8)   512.00B
Parameter3553.grad                                    (8, 8)     0.00B
Parameter3554                                           (8,)   512.00B
Parameter3554.grad                                      (8,)     0.00B
Parameter3555                                         (2, 8)   512.00B
Parameter3555.grad                                    (2, 8)     0.00B
Parameter3556                                           (2,)   512.00B
Parameter3556.grad                                      (2,)     0.00B
Parameter3557                                         (8, 1)   512.00B
Parameter3557.grad                                    (8, 1)     0.00B
Parameter3558                                           (8,)   512.00B
Parameter3558.grad                                      (8,)     0.00B
Parameter3559                                         (8, 8)   512.00B
Parameter3559.grad                                    (8, 8)     0.00B
Parameter3560                                           (8,)   512.00B
Parameter3560.grad                                      (8,)     0.00B
Parameter3561                                         (2, 8)   512.00B
Parameter3561.grad                                    (2, 8)     0.00B
Parameter3562                                           (2,)   512.00B
Parameter3562.grad                                      (2,)     0.00B
Parameter3563                                         (8, 1)   512.00B
Parameter3563.grad                                    (8, 1)     0.00B
Parameter3564                                           (8,)   512.00B
Parameter3564.grad                                      (8,)     0.00B
Parameter3565                                         (8, 8)   512.00B
Parameter3565.grad                                    (8, 8)     0.00B
Parameter3566                                           (8,)   512.00B
Parameter3566.grad                                      (8,)     0.00B
Parameter3567                                         (2, 8)   512.00B
Parameter3567.grad                                    (2, 8)     0.00B
Parameter3568                                           (2,)   512.00B
Parameter3568.grad                                      (2,)     0.00B
Parameter3569                                         (8, 1)   512.00B
Parameter3569.grad                                    (8, 1)     0.00B
Parameter3570                                           (8,)   512.00B
Parameter3570.grad                                      (8,)     0.00B
Parameter3571                                         (8, 8)   512.00B
Parameter3571.grad                                    (8, 8)     0.00B
Parameter3572                                           (8,)   512.00B
Parameter3572.grad                                      (8,)     0.00B
Parameter3573                                         (2, 8)   512.00B
Parameter3573.grad                                    (2, 8)     0.00B
Parameter3574                                           (2,)   512.00B
Parameter3574.grad                                      (2,)     0.00B
Parameter3575                                         (8, 1)   512.00B
Parameter3575.grad                                    (8, 1)     0.00B
Parameter3576                                           (8,)   512.00B
Parameter3576.grad                                      (8,)     0.00B
Parameter3577                                         (8, 8)   512.00B
Parameter3577.grad                                    (8, 8)     0.00B
Parameter3578                                           (8,)   512.00B
Parameter3578.grad                                      (8,)     0.00B
Parameter3579                                         (2, 8)   512.00B
Parameter3579.grad                                    (2, 8)     0.00B
Parameter3580                                           (2,)   512.00B
Parameter3580.grad                                      (2,)     0.00B
Parameter3581                                         (8, 1)   512.00B
Parameter3581.grad                                    (8, 1)     0.00B
Parameter3582                                           (8,)   512.00B
Parameter3582.grad                                      (8,)     0.00B
Parameter3583                                         (8, 8)   512.00B
Parameter3583.grad                                    (8, 8)     0.00B
Parameter3584                                           (8,)   512.00B
Parameter3584.grad                                      (8,)     0.00B
Parameter3585                                         (2, 8)   512.00B
Parameter3585.grad                                    (2, 8)     0.00B
Parameter3586                                           (2,)   512.00B
Parameter3586.grad                                      (2,)     0.00B
Parameter3587                                         (8, 1)   512.00B
Parameter3587.grad                                    (8, 1)     0.00B
