Element type                                            Size  Used MEM
Parameter63                                         (256, 1)     1.00K
Parameter64                                           (256,)     1.00K
Tensor65                                            (256, 1)     1.00K
Tensor66                                              (256,)     2.00K
Parameter67                                      (256, 1117)     1.09M
Parameter68                                           (256,)     1.00K
Tensor69                                           (1000, 1)     4.00K
Tensor70                                           (1000, 1)     4.00K
Parameter71                                       (256, 256)   256.00K
Parameter72                                           (256,)     1.00K
Tensor73                                          (256, 256)   256.00K
Tensor74                                              (256,)     2.00K
Parameter75                                       (256, 256)   256.00K
Parameter76                                           (256,)     1.00K
Tensor77                                          (256, 256)   256.00K
Tensor78                                              (256,)     2.00K
Parameter79                                         (2, 256)     2.00K
Parameter80                                             (2,)   512.00B
Tensor81                                            (2, 256)     2.00K
Tensor82                                                (2,)   512.00B
Tensor83                                                (1,)   512.00B
Tensor84                                                (1,)   512.00B
Tensor85                                           (111709,)   436.50K
Tensor86                                           (111709,)   436.50K
Parameter87                                         (11170,)    44.00K
Parameter88                                  (64, 175, 1746)    74.60M
Parameter89                                   (64, 175, 175)     7.48M
Parameter90                                          (2234,)     9.00K
Parameter91                                    (64, 35, 175)     1.50M
Parameter92                                     (64, 35, 35)   306.50K
Parameter93                                          (1117,)     4.50K
Parameter94                                    (16, 70, 140)   612.50K
Parameter95                                     (16, 70, 70)   306.50K
Tensor96                                                (1,)   512.00B
Tensor97                                           (1000, 1)     4.00K
Tensor98                                           (1000, 1)     4.00K
Tensor99                                           (1000, 1)     4.00K
Tensor100                                          (1000, 1)     0.00B
Tensor101                                          (1000, 1)     4.00K
Tensor102                                          (1000, 1)     0.00B
Tensor103                                          (1000, 1)     4.00K
Tensor104                                          (1000, 1)     4.00K
Tensor105                                          (1000, 1)     4.00K
Tensor106                                          (1000, 1)     4.00K
Tensor107                                               (1,)   512.00B
Parameter108                                          (8, 1)   512.00B
Parameter108.grad                                     (8, 1)   512.00B
Parameter109                                            (8,)   512.00B
Parameter109.grad                                       (8,)   512.00B
Tensor110                                             (8, 1)   512.00B
Parameter111                                          (8, 8)   512.00B
Parameter111.grad                                     (8, 8)   512.00B
Parameter112                                            (8,)   512.00B
Parameter112.grad                                       (8,)   512.00B
Tensor113                                             (8, 8)   512.00B
Parameter114                                          (2, 8)   512.00B
Parameter114.grad                                     (2, 8)   512.00B
Parameter115                                            (2,)   512.00B
Parameter115.grad                                       (2,)   512.00B
Tensor116                                             (2, 8)   512.00B
Tensor117                                               (1,)   512.00B
Tensor118                                               (1,)   512.00B
Tensor119                                          (1000, 1)     4.00K
Tensor120                                          (1000, 1)     4.00K
Tensor121                                          (1000, 1)     0.00B
Tensor122                                          (1000, 1)     4.00K
Tensor123                                          (1000, 1)     0.00B
Tensor124                                          (1000, 1)     4.00K
Tensor125                                          (1000, 1)     0.00B
Tensor126                                          (1000, 1)     4.00K
Tensor127                                          (1000, 1)     0.00B
Tensor128                                          (1000, 1)     4.00K
Tensor129                                          (1000, 1)     0.00B
Tensor130                                          (1000, 1)     0.00B
Tensor131                                               (1,)   512.00B
Parameter132                                          (8, 1)   512.00B
Parameter132.grad                                     (8, 1)   512.00B
Parameter133                                            (8,)   512.00B
Parameter133.grad                                       (8,)   512.00B
Tensor134                                             (8, 1)   512.00B
Parameter135                                          (8, 8)   512.00B
Parameter135.grad                                     (8, 8)   512.00B
Parameter136                                            (8,)   512.00B
Parameter136.grad                                       (8,)   512.00B
Tensor137                                             (8, 8)   512.00B
Parameter138                                          (2, 8)   512.00B
Parameter138.grad                                     (2, 8)   512.00B
Parameter139                                            (2,)   512.00B
Parameter139.grad                                       (2,)   512.00B
Tensor140                                             (2, 8)   512.00B
Tensor141                                               (1,)   512.00B
Tensor142                                               (1,)   512.00B
Tensor143                                               (1,)   512.00B
Parameter144                                          (8, 1)   512.00B
Parameter144.grad                                     (8, 1)   512.00B
Parameter145                                            (8,)   512.00B
Parameter145.grad                                       (8,)   512.00B
Tensor146                                             (8, 1)   512.00B
Parameter147                                          (8, 8)   512.00B
Parameter147.grad                                     (8, 8)   512.00B
Parameter148                                            (8,)   512.00B
Parameter148.grad                                       (8,)   512.00B
Tensor149                                             (8, 8)   512.00B
Parameter150                                          (2, 8)   512.00B
Parameter150.grad                                     (2, 8)   512.00B
Parameter151                                            (2,)   512.00B
Parameter151.grad                                       (2,)   512.00B
Tensor152                                             (2, 8)   512.00B
Tensor153                                               (1,)   512.00B
Tensor154                                               (1,)   512.00B
Tensor155                                               (1,)   512.00B
Tensor156                                        (1, 111709)   436.50K
Tensor157                                             (8, 1)   512.00B
Tensor158                                               (8,)   512.00B
Tensor159                                             (8, 8)   512.00B
Tensor160                                               (8,)   512.00B
Tensor161                                             (2, 8)   512.00B
Tensor162                                               (2,)   512.00B
Tensor163                                             (8, 1)   512.00B
Tensor164                                               (8,)   512.00B
Tensor165                                             (8, 8)   512.00B
Tensor166                                               (8,)   512.00B
Tensor167                                             (2, 8)   512.00B
Tensor168                                               (2,)   512.00B
Tensor169                                             (8, 1)   512.00B
Tensor170                                               (8,)   512.00B
Tensor171                                             (8, 8)   512.00B
Tensor172                                               (8,)   512.00B
Tensor173                                             (2, 8)   512.00B
Tensor174                                               (2,)   512.00B
Tensor175                                             (8, 1)   512.00B
Tensor176                                               (8,)   512.00B
Tensor177                                             (8, 8)   512.00B
Tensor178                                               (8,)   512.00B
Tensor179                                             (2, 8)   512.00B
Tensor180                                               (2,)   512.00B
Tensor181                                             (8, 1)   512.00B
Tensor182                                               (8,)   512.00B
Tensor183                                             (8, 8)   512.00B
Tensor184                                               (8,)   512.00B
Tensor185                                             (2, 8)   512.00B
Tensor186                                               (2,)   512.00B
Parameter108.grad                                     (8, 1)     0.00B
Tensor187                                             (8, 1)   512.00B
Tensor188                                             (8, 1)   512.00B
Parameter109.grad                                       (8,)     0.00B
Tensor189                                               (8,)   512.00B
Tensor190                                               (8,)   512.00B
Parameter111.grad                                     (8, 8)     0.00B
Tensor191                                             (8, 8)   512.00B
Tensor192                                             (8, 8)   512.00B
Parameter112.grad                                       (8,)     0.00B
Tensor193                                               (8,)   512.00B
Tensor194                                               (8,)   512.00B
Parameter114.grad                                     (2, 8)     0.00B
Tensor195                                             (2, 8)   512.00B
Tensor196                                             (2, 8)   512.00B
Parameter115.grad                                       (2,)     0.00B
Tensor197                                               (2,)   512.00B
Tensor198                                               (2,)   512.00B
Parameter132.grad                                     (8, 1)     0.00B
Tensor199                                             (8, 1)   512.00B
Tensor200                                             (8, 1)   512.00B
Parameter133.grad                                       (8,)     0.00B
Tensor201                                               (8,)   512.00B
Tensor202                                               (8,)   512.00B
Parameter135.grad                                     (8, 8)     0.00B
Tensor203                                             (8, 8)   512.00B
Tensor204                                             (8, 8)   512.00B
Parameter136.grad                                       (8,)     0.00B
Tensor205                                               (8,)   512.00B
Tensor206                                               (8,)   512.00B
Parameter138.grad                                     (2, 8)     0.00B
Tensor207                                             (2, 8)   512.00B
Tensor208                                             (2, 8)   512.00B
Parameter139.grad                                       (2,)     0.00B
Tensor209                                               (2,)   512.00B
Tensor210                                               (2,)   512.00B
Parameter144.grad                                     (8, 1)     0.00B
Tensor211                                             (8, 1)   512.00B
Tensor212                                             (8, 1)   512.00B
Parameter145.grad                                       (8,)     0.00B
Tensor213                                               (8,)   512.00B
Tensor214                                               (8,)   512.00B
Parameter147.grad                                     (8, 8)     0.00B
Tensor215                                             (8, 8)   512.00B
Tensor216                                             (8, 8)   512.00B
Parameter148.grad                                       (8,)     0.00B
Tensor217                                               (8,)   512.00B
Tensor218                                               (8,)   512.00B
Parameter150.grad                                     (2, 8)     0.00B
Tensor219                                             (2, 8)   512.00B
Tensor220                                             (2, 8)   512.00B
Parameter151.grad                                       (2,)     0.00B
Tensor221                                               (2,)   512.00B
Tensor222                                               (2,)   512.00B
Tensor223                                             (8, 1)   512.00B
Tensor224                                             (8, 1)   512.00B
Tensor225                                             (8, 1)   512.00B
Tensor226                                               (8,)   512.00B
Tensor227                                               (8,)   512.00B
Tensor228                                               (8,)   512.00B
Tensor229                                             (8, 8)   512.00B
Tensor230                                             (8, 8)   512.00B
Tensor231                                             (8, 8)   512.00B
Tensor232                                               (8,)   512.00B
Tensor233                                               (8,)   512.00B
Tensor234                                               (8,)   512.00B
Tensor235                                             (2, 8)   512.00B
Tensor236                                             (2, 8)   512.00B
Tensor237                                             (2, 8)   512.00B
Tensor238                                               (2,)   512.00B
Tensor239                                               (2,)   512.00B
Tensor240                                               (2,)   512.00B
Tensor241                                             (8, 1)   512.00B
Tensor242                                             (8, 1)   512.00B
Tensor243                                             (8, 1)   512.00B
Tensor244                                               (8,)   512.00B
Tensor245                                               (8,)   512.00B
Tensor246                                               (8,)   512.00B
Tensor247                                             (8, 8)   512.00B
Tensor248                                             (8, 8)   512.00B
Tensor249                                             (8, 8)   512.00B
Tensor250                                               (8,)   512.00B
Tensor251                                               (8,)   512.00B
Tensor252                                               (8,)   512.00B
Tensor253                                             (2, 8)   512.00B
Tensor254                                             (2, 8)   512.00B
Tensor255                                             (2, 8)   512.00B
Tensor256                                               (2,)   512.00B
Tensor257                                               (2,)   512.00B
Tensor258                                               (2,)   512.00B
Parameter259                                          (8, 1)   512.00B
Parameter259.grad                                     (8, 1)     0.00B
Parameter260                                            (8,)   512.00B
Parameter260.grad                                       (8,)     0.00B
Parameter261                                          (8, 8)   512.00B
Parameter261.grad                                     (8, 8)     0.00B
Parameter262                                            (8,)   512.00B
Parameter262.grad                                       (8,)     0.00B
Parameter263                                          (2, 8)   512.00B
Parameter263.grad                                     (2, 8)     0.00B
Parameter264                                            (2,)   512.00B
Parameter264.grad                                       (2,)     0.00B
Parameter265                                          (8, 1)   512.00B
Parameter265.grad                                     (8, 1)     0.00B
Parameter266                                            (8,)   512.00B
Parameter266.grad                                       (8,)     0.00B
Parameter267                                          (8, 8)   512.00B
Parameter267.grad                                     (8, 8)     0.00B
Parameter268                                            (8,)   512.00B
Parameter268.grad                                       (8,)     0.00B
Parameter269                                          (2, 8)   512.00B
Parameter269.grad                                     (2, 8)     0.00B
Parameter270                                            (2,)   512.00B
Parameter270.grad                                       (2,)     0.00B
Tensor271                                             (8, 1)   512.00B
Tensor272                                             (8, 8)   512.00B
Tensor273                                             (2, 8)   512.00B
Tensor274                                               (1,)   512.00B
Tensor275                                               (1,)   512.00B
Tensor276                                               (1,)   512.00B
Tensor277                                               (1,)   512.00B
Tensor278                                               (1,)   512.00B
Tensor279                                             (8, 1)   512.00B
Tensor280                                             (8, 8)   512.00B
Tensor281                                             (2, 8)   512.00B
Parameter282                                        (11170,)    44.00K
Parameter283                                 (64, 175, 1746)    74.60M
Parameter284                                  (64, 175, 175)     7.48M
Parameter285                                         (2234,)     9.00K
Parameter286                                   (64, 35, 175)     1.50M
Parameter287                                    (64, 35, 35)   306.50K
Parameter288                                         (1117,)     4.50K
Parameter289                                   (16, 70, 140)   612.50K
Parameter290                                    (16, 70, 70)   306.50K
Tensor291                                               (1,)   512.00B
Tensor292                                               (1,)   512.00B
Tensor293                                          (111709,)     0.00B
Tensor294                                       (50, 111709)    21.31M
Tensor295                                            (50, 1)   512.00B
Parameter296                                            (2,)   512.00B
Parameter297                                        (2, 256)     2.00K
Parameter298                                          (256,)     1.00K
Parameter299                                      (256, 256)   256.00K
Tensor300                                               (1,)   512.00B
Tensor301                                          (111709,)   436.50K
Tensor302                                          (111709,)   436.50K
Tensor303                                               (1,)   512.00B
Tensor304                                               (1,)   512.00B
Tensor305                                               (1,)   512.00B
Parameter306                                        (256, 1)     1.00K
Parameter307                                          (256,)     1.00K
Parameter308                                     (256, 1117)     1.09M
Parameter309                                          (256,)     1.00K
Parameter310                                      (256, 256)   256.00K
Parameter311                                          (256,)     1.00K
Parameter312                                      (256, 256)   256.00K
Parameter313                                          (256,)     1.00K
Parameter314                                        (2, 256)     2.00K
Parameter315                                            (2,)   512.00B
Parameter316                                        (256, 1)     1.00K
Parameter317                                          (256,)     1.00K
Parameter318                                     (256, 1117)     1.09M
Parameter319                                          (256,)     1.00K
Parameter320                                      (256, 256)   256.00K
Parameter321                                          (256,)     1.00K
Parameter322                                      (256, 256)   256.00K
Parameter323                                          (256,)     1.00K
Parameter324                                        (2, 256)     2.00K
Parameter325                                            (2,)   512.00B
Parameter326                                        (256, 1)     1.00K
Parameter327                                          (256,)     1.00K
Parameter328                                     (256, 1117)     1.09M
Parameter329                                          (256,)     1.00K
Parameter330                                      (256, 256)   256.00K
Parameter331                                          (256,)     1.00K
Tensor332                                               (1,)   512.00B
Tensor333                                               (1,)   512.00B
Tensor334                                           (256, 1)     1.00K
Tensor335                                             (256,)     2.00K
Tensor336                                           (2, 256)     2.00K
Tensor337                                               (2,)   512.00B
Tensor338                                           (256, 1)     1.00K
Tensor339                                             (256,)     2.00K
Tensor340                                           (2, 256)     2.00K
Tensor341                                               (2,)   512.00B
Tensor342                                           (256, 1)     1.00K
Tensor343                                             (256,)     2.00K
Tensor344                                           (2, 256)     2.00K
Tensor345                                               (2,)   512.00B
Tensor346                                         (256, 256)   256.00K
Tensor347                                             (256,)     2.00K
Tensor348                                         (256, 256)   256.00K
Tensor349                                             (256,)     2.00K
Tensor350                                         (256, 256)   256.00K
Tensor351                                             (256,)     2.00K
Tensor352                                         (256, 256)   256.00K
Tensor353                                             (256,)     2.00K
Tensor354                                         (256, 256)   256.00K
Tensor355                                             (256,)     2.00K
Tensor356                                         (256, 256)   256.00K
Tensor357                                             (256,)     2.00K
Tensor358                                               (1,)   512.00B
Tensor359                                               (1,)   512.00B
Tensor360                                        (1, 111709)     0.00B
Tensor361                                             (8, 1)   512.00B
Tensor362                                               (8,)   512.00B
Tensor363                                             (8, 8)   512.00B
Tensor364                                               (8,)   512.00B
Tensor365                                             (2, 8)   512.00B
Tensor366                                               (2,)   512.00B
Tensor367                                             (8, 1)   512.00B
Tensor368                                               (8,)   512.00B
Tensor369                                             (8, 8)   512.00B
Tensor370                                               (8,)   512.00B
Tensor371                                             (2, 8)   512.00B
Tensor372                                               (2,)   512.00B
Tensor373                                             (8, 1)   512.00B
Tensor374                                               (8,)   512.00B
Tensor375                                             (8, 8)   512.00B
Tensor376                                               (8,)   512.00B
Tensor377                                             (2, 8)   512.00B
Tensor378                                               (2,)   512.00B
Tensor379                                             (8, 1)   512.00B
Tensor380                                               (8,)   512.00B
Tensor381                                             (8, 8)   512.00B
Tensor382                                               (8,)   512.00B
Tensor383                                             (2, 8)   512.00B
Tensor384                                               (2,)   512.00B
Tensor385                                             (8, 1)   512.00B
Tensor386                                               (8,)   512.00B
Tensor387                                             (8, 8)   512.00B
Tensor388                                               (8,)   512.00B
Tensor389                                             (2, 8)   512.00B
Tensor390                                               (2,)   512.00B
Tensor391                                               (1,)   512.00B
Parameter392                                          (8, 1)   512.00B
Parameter392.grad                                     (8, 1)     0.00B
Parameter393                                            (8,)   512.00B
Parameter393.grad                                       (8,)     0.00B
Parameter394                                          (8, 8)   512.00B
Parameter394.grad                                     (8, 8)     0.00B
Parameter395                                            (8,)   512.00B
Parameter395.grad                                       (8,)     0.00B
Parameter396                                          (2, 8)   512.00B
Parameter396.grad                                     (2, 8)     0.00B
Parameter397                                            (2,)   512.00B
Parameter397.grad                                       (2,)     0.00B
Parameter398                                          (8, 1)   512.00B
Parameter398.grad                                     (8, 1)     0.00B
Parameter399                                            (8,)   512.00B
Parameter399.grad                                       (8,)     0.00B
Parameter400                                          (8, 8)   512.00B
Parameter400.grad                                     (8, 8)     0.00B
Parameter401                                            (8,)   512.00B
Parameter401.grad                                       (8,)     0.00B
Parameter402                                          (2, 8)   512.00B
Parameter402.grad                                     (2, 8)     0.00B
Parameter403                                            (2,)   512.00B
Parameter403.grad                                       (2,)     0.00B
Parameter404                                          (8, 1)   512.00B
Parameter404.grad                                     (8, 1)     0.00B
Parameter405                                            (8,)   512.00B
Parameter405.grad                                       (8,)     0.00B
Parameter406                                          (8, 8)   512.00B
Parameter406.grad                                     (8, 8)     0.00B
Parameter407                                            (8,)   512.00B
Parameter407.grad                                       (8,)     0.00B
Parameter408                                          (2, 8)   512.00B
Parameter408.grad                                     (2, 8)     0.00B
Parameter409                                            (2,)   512.00B
Parameter409.grad                                       (2,)     0.00B
Parameter410                                          (8, 1)   512.00B
Parameter410.grad                                     (8, 1)     0.00B
Parameter411                                            (8,)   512.00B
Parameter411.grad                                       (8,)     0.00B
Parameter412                                          (8, 8)   512.00B
Parameter412.grad                                     (8, 8)     0.00B
Parameter413                                            (8,)   512.00B
Parameter413.grad                                       (8,)     0.00B
Parameter414                                          (2, 8)   512.00B
Parameter414.grad                                     (2, 8)     0.00B
Parameter415                                            (2,)   512.00B
Parameter415.grad                                       (2,)     0.00B
Parameter416                                          (8, 1)   512.00B
Parameter416.grad                                     (8, 1)     0.00B
Parameter417                                            (8,)   512.00B
Parameter417.grad                                       (8,)     0.00B
Parameter418                                          (8, 8)   512.00B
Parameter418.grad                                     (8, 8)     0.00B
Parameter419                                            (8,)   512.00B
Parameter419.grad                                       (8,)     0.00B
Parameter420                                          (2, 8)   512.00B
Parameter420.grad                                     (2, 8)     0.00B
Parameter421                                            (2,)   512.00B
Parameter421.grad                                       (2,)     0.00B
Tensor422                                          (1000, 1)     4.00K
Tensor423                                               (1,)   512.00B
Tensor424                                               (1,)   512.00B
Tensor425                                          (1000, 1)     4.00K
Tensor426                                               (1,)   512.00B
Tensor427                                               (1,)   512.00B
Tensor428                                          (1000, 1)     4.00K
Tensor429                                               (1,)   512.00B
Tensor430                                               (1,)   512.00B
Tensor431                                          (1000, 1)     4.00K
Tensor432                                               (1,)   512.00B
Tensor433                                               (1,)   512.00B
Tensor434                                          (1000, 1)     4.00K
Tensor435                                               (1,)   512.00B
Tensor436                                               (1,)   512.00B
Tensor437                                               (1,)   512.00B
Tensor438                                               (1,)   512.00B
Tensor439                                               (1,)   512.00B
Tensor440                                               (1,)   512.00B
Tensor441                                               (1,)   512.00B
Tensor442                                               (1,)   512.00B
Tensor443                                               (1,)   512.00B
Tensor444                                               (1,)   512.00B
Tensor445                                          (1000, 1)     4.00K
Tensor446                                          (1000, 1)     4.00K
Tensor447                                          (1000, 1)     4.00K
Tensor448                                          (1000, 1)     0.00B
Tensor449                                          (1000, 1)     4.00K
Tensor450                                          (1000, 1)     0.00B
Tensor451                                          (1000, 1)     4.00K
Tensor452                                          (1000, 1)     0.00B
Tensor453                                          (1000, 1)     4.00K
Tensor454                                          (1000, 1)     0.00B
Tensor455                                          (1000, 1)     4.00K
Tensor456                                          (1000, 1)     0.00B
Tensor457                                          (1000, 1)     4.00K
Tensor458                                          (1000, 1)     0.00B
Tensor459                                          (1000, 1)     4.00K
Tensor460                                          (1000, 1)     0.00B
Tensor461                                          (1000, 1)     4.00K
Tensor462                                          (1000, 1)     0.00B
Tensor463                                          (1000, 1)     4.00K
Tensor464                                               (1,)   512.00B
Tensor465                                               (1,)   512.00B
Tensor466                                               (1,)   512.00B
Tensor467                                               (1,)   512.00B
Tensor468                                               (1,)   512.00B
Tensor469                                               (1,)   512.00B
Tensor470                                               (1,)   512.00B
Tensor471                                               (1,)   512.00B
Tensor472                                               (1,)   512.00B
Tensor473                                               (1,)   512.00B
Tensor474                                               (1,)   512.00B
Tensor475                                               (1,)   512.00B
Tensor476                                               (1,)   512.00B
Tensor477                                               (1,)   512.00B
Tensor478                                               (1,)   512.00B
Tensor479                                               (1,)   512.00B
Tensor480                                               (1,)   512.00B
Tensor481                                               (1,)   512.00B
Tensor482                                               (1,)   512.00B
Parameter483                                        (256, 1)     1.00K
Parameter484                                          (256,)     1.00K
Tensor485                                           (256, 1)     1.00K
Tensor486                                             (256,)     2.00K
Parameter487                                     (256, 1117)     1.09M
Parameter488                                          (256,)     1.00K
Parameter489                                        (2, 256)     2.00K
Parameter490                                            (2,)   512.00B
Tensor491                                           (2, 256)     2.00K
Tensor492                                               (2,)   512.00B
Tensor493                                          (111709,)   436.50K
Tensor494                                          (111709,)   436.50K
Tensor495                                          (1000, 1)     4.00K
Parameter496                                        (256, 1)     1.00K
Parameter497                                          (256,)     1.00K
Tensor498                                           (256, 1)     1.00K
Tensor499                                             (256,)     2.00K
Parameter500                                     (256, 1117)     1.09M
Parameter501                                          (256,)     1.00K
Parameter502                                        (2, 256)     2.00K
Parameter503                                            (2,)   512.00B
Tensor504                                           (2, 256)     2.00K
Tensor505                                               (2,)   512.00B
Parameter506                                        (256, 1)     1.00K
Parameter507                                          (256,)     1.00K
Tensor508                                           (256, 1)     1.00K
Tensor509                                             (256,)     2.00K
Parameter510                                     (256, 1117)     1.09M
Parameter511                                          (256,)     1.00K
Parameter512                                        (2, 256)     2.00K
Parameter513                                            (2,)   512.00B
Tensor514                                           (2, 256)     2.00K
Tensor515                                               (2,)   512.00B
Parameter516                                        (11170,)    44.00K
Parameter517                                 (64, 175, 1746)    74.60M
Parameter518                                  (64, 175, 175)     7.48M
Parameter519                                         (2234,)     9.00K
Parameter520                                   (64, 35, 175)     1.50M
Parameter521                                    (64, 35, 35)   306.50K
Parameter522                                         (1117,)     4.50K
Parameter523                                   (16, 70, 140)   612.50K
Parameter524                                    (16, 70, 70)   306.50K
Parameter525                                          (8, 1)   512.00B
Parameter526                                            (8,)   512.00B
Tensor527                                             (8, 1)   512.00B
Parameter528                                          (8, 8)   512.00B
Parameter529                                            (8,)   512.00B
Tensor530                                             (8, 8)   512.00B
Parameter531                                          (2, 8)   512.00B
Parameter532                                            (2,)   512.00B
Tensor533                                             (2, 8)   512.00B
Parameter534                                          (8, 1)   512.00B
Parameter535                                            (8,)   512.00B
Tensor536                                             (8, 1)   512.00B
Parameter537                                          (8, 8)   512.00B
Parameter538                                            (8,)   512.00B
Tensor539                                             (8, 8)   512.00B
Parameter540                                          (2, 8)   512.00B
Parameter541                                            (2,)   512.00B
Tensor542                                             (2, 8)   512.00B
Parameter543                                          (8, 1)   512.00B
Parameter544                                            (8,)   512.00B
Tensor545                                             (8, 1)   512.00B
Parameter546                                          (8, 8)   512.00B
Parameter547                                            (8,)   512.00B
Tensor548                                             (8, 8)   512.00B
Parameter549                                          (2, 8)   512.00B
Parameter550                                            (2,)   512.00B
Tensor551                                             (2, 8)   512.00B
Parameter552                                          (8, 1)   512.00B
Parameter553                                            (8,)   512.00B
