Element type                                            Size  Used MEM
Tensor63                                           (1000, 1)     4.00K
Tensor64                                           (1000, 1)     4.00K
Parameter65                                         (256, 1)     1.00K
Parameter66                                           (256,)     1.00K
Tensor67                                            (256, 1)     1.00K
Tensor68                                              (256,)     2.00K
Parameter69                                      (256, 1117)     1.09M
Parameter70                                           (256,)     1.00K
Parameter71                                       (256, 256)   256.00K
Parameter72                                           (256,)     1.00K
Tensor73                                          (256, 256)   256.00K
Tensor74                                              (256,)     2.00K
Parameter75                                       (256, 256)   256.00K
Parameter76                                           (256,)     1.00K
Tensor77                                          (256, 256)   256.00K
Tensor78                                              (256,)     2.00K
Parameter79                                         (2, 256)     2.00K
Parameter80                                             (2,)   512.00B
Tensor81                                            (2, 256)     2.00K
Tensor82                                                (2,)   512.00B
Tensor83                                                (1,)   512.00B
Tensor84                                                (1,)   512.00B
Tensor85                                           (111709,)   436.50K
Tensor86                                           (111709,)   436.50K
Parameter87                                         (11170,)    44.00K
Parameter88                                  (64, 175, 1746)    74.60M
Parameter89                                   (64, 175, 175)     7.48M
Parameter90                                          (2234,)     9.00K
Parameter91                                    (64, 35, 175)     1.50M
Parameter92                                     (64, 35, 35)   306.50K
Parameter93                                          (1117,)     4.50K
Parameter94                                    (16, 70, 140)   612.50K
Parameter95                                     (16, 70, 70)   306.50K
Tensor96                                                (1,)   512.00B
Tensor97                                           (1000, 1)     4.00K
Tensor98                                           (1000, 1)     4.00K
Tensor99                                           (1000, 1)     4.00K
Tensor100                                          (1000, 1)     4.00K
Tensor101                                          (1000, 1)     4.00K
Tensor102                                          (1000, 1)     4.00K
Tensor103                                          (1000, 1)     4.00K
Tensor104                                               (1,)   512.00B
Parameter105                                          (8, 1)   512.00B
Parameter105.grad                                     (8, 1)   512.00B
Parameter106                                            (8,)   512.00B
Parameter106.grad                                       (8,)   512.00B
Tensor107                                             (8, 1)   512.00B
Parameter108                                          (8, 8)   512.00B
Parameter108.grad                                     (8, 8)   512.00B
Parameter109                                            (8,)   512.00B
Parameter109.grad                                       (8,)   512.00B
Tensor110                                             (8, 8)   512.00B
Tensor111                                          (1000, 1)     4.00K
Tensor112                                          (1000, 1)     0.00B
Tensor113                                          (1000, 1)     4.00K
Tensor114                                          (1000, 1)     0.00B
Tensor115                                          (1000, 1)     4.00K
Tensor116                                          (1000, 1)     0.00B
Tensor117                                          (1000, 1)     4.00K
Tensor118                                          (1000, 1)     0.00B
Tensor119                                          (1000, 1)     4.00K
Tensor120                                          (1000, 1)     0.00B
Tensor121                                          (1000, 1)     4.00K
Tensor122                                          (1000, 1)     0.00B
Tensor123                                          (1000, 1)     4.00K
Tensor124                                          (1000, 1)     0.00B
Tensor125                                          (1000, 1)     0.00B
Parameter126                                          (2, 8)   512.00B
Parameter126.grad                                     (2, 8)   512.00B
Parameter127                                            (2,)   512.00B
Parameter127.grad                                       (2,)   512.00B
Tensor128                                             (2, 8)   512.00B
Tensor129                                               (1,)   512.00B
Tensor130                                               (1,)   512.00B
Tensor131                                               (1,)   512.00B
Parameter132                                          (8, 1)   512.00B
Parameter132.grad                                     (8, 1)   512.00B
Parameter133                                            (8,)   512.00B
Parameter133.grad                                       (8,)   512.00B
Tensor134                                             (8, 1)   512.00B
Parameter135                                          (8, 8)   512.00B
Parameter135.grad                                     (8, 8)   512.00B
Parameter136                                            (8,)   512.00B
Parameter136.grad                                       (8,)   512.00B
Tensor137                                             (8, 8)   512.00B
Parameter138                                          (2, 8)   512.00B
Parameter138.grad                                     (2, 8)   512.00B
Parameter139                                            (2,)   512.00B
Parameter139.grad                                       (2,)   512.00B
Tensor140                                             (2, 8)   512.00B
Tensor141                                               (1,)   512.00B
Tensor142                                               (1,)   512.00B
Tensor143                                               (1,)   512.00B
Parameter144                                          (8, 1)   512.00B
Parameter144.grad                                     (8, 1)   512.00B
Parameter145                                            (8,)   512.00B
Parameter145.grad                                       (8,)   512.00B
Tensor146                                             (8, 1)   512.00B
Parameter147                                          (8, 8)   512.00B
Parameter147.grad                                     (8, 8)   512.00B
Parameter148                                            (8,)   512.00B
Parameter148.grad                                       (8,)   512.00B
Tensor149                                             (8, 8)   512.00B
Parameter150                                          (2, 8)   512.00B
Parameter150.grad                                     (2, 8)   512.00B
Parameter151                                            (2,)   512.00B
Parameter151.grad                                       (2,)   512.00B
Tensor152                                             (2, 8)   512.00B
Tensor153                                               (1,)   512.00B
Tensor154                                               (1,)   512.00B
Tensor155                                               (1,)   512.00B
Parameter156                                          (8, 1)   512.00B
Parameter156.grad                                     (8, 1)   512.00B
Parameter157                                            (8,)   512.00B
Parameter157.grad                                       (8,)   512.00B
Tensor158                                             (8, 1)   512.00B
Parameter159                                          (8, 8)   512.00B
Parameter159.grad                                     (8, 8)   512.00B
Parameter160                                            (8,)   512.00B
Parameter160.grad                                       (8,)   512.00B
Tensor161                                             (8, 8)   512.00B
Parameter162                                          (2, 8)   512.00B
Parameter162.grad                                     (2, 8)   512.00B
Parameter163                                            (2,)   512.00B
Parameter163.grad                                       (2,)   512.00B
Tensor164                                             (2, 8)   512.00B
Tensor165                                               (1,)   512.00B
Tensor166                                               (1,)   512.00B
Tensor167                                               (1,)   512.00B
Parameter168                                          (8, 1)   512.00B
Parameter168.grad                                     (8, 1)   512.00B
Parameter169                                            (8,)   512.00B
Parameter169.grad                                       (8,)   512.00B
Tensor170                                             (8, 1)   512.00B
Parameter171                                          (8, 8)   512.00B
Parameter171.grad                                     (8, 8)   512.00B
Parameter172                                            (8,)   512.00B
Parameter172.grad                                       (8,)   512.00B
Tensor173                                             (8, 8)   512.00B
Parameter174                                          (2, 8)   512.00B
Parameter174.grad                                     (2, 8)   512.00B
Parameter175                                            (2,)   512.00B
Parameter175.grad                                       (2,)   512.00B
Tensor176                                             (2, 8)   512.00B
Tensor177                                        (1, 111709)   436.50K
Tensor178                                             (8, 1)   512.00B
Tensor179                                               (8,)   512.00B
Tensor180                                             (8, 8)   512.00B
Tensor181                                               (8,)   512.00B
Tensor182                                             (2, 8)   512.00B
Tensor183                                               (2,)   512.00B
Tensor184                                             (8, 1)   512.00B
Tensor185                                               (8,)   512.00B
Tensor186                                             (8, 8)   512.00B
Tensor187                                               (8,)   512.00B
Tensor188                                             (2, 8)   512.00B
Tensor189                                               (2,)   512.00B
Tensor190                                             (8, 1)   512.00B
Tensor191                                               (8,)   512.00B
Tensor192                                             (8, 8)   512.00B
Tensor193                                               (8,)   512.00B
Tensor194                                             (2, 8)   512.00B
Tensor195                                               (2,)   512.00B
Tensor196                                             (8, 1)   512.00B
Tensor197                                               (8,)   512.00B
Tensor198                                             (8, 8)   512.00B
Tensor199                                               (8,)   512.00B
Tensor200                                             (2, 8)   512.00B
Tensor201                                               (2,)   512.00B
Tensor202                                             (8, 1)   512.00B
Tensor203                                               (8,)   512.00B
Tensor204                                             (8, 8)   512.00B
Tensor205                                               (8,)   512.00B
Tensor206                                             (2, 8)   512.00B
Tensor207                                               (2,)   512.00B
Parameter105.grad                                     (8, 1)     0.00B
Tensor208                                             (8, 1)   512.00B
Tensor209                                             (8, 1)   512.00B
Parameter106.grad                                       (8,)     0.00B
Tensor210                                               (8,)   512.00B
Tensor211                                               (8,)   512.00B
Parameter108.grad                                     (8, 8)     0.00B
Tensor212                                             (8, 8)   512.00B
Tensor213                                             (8, 8)   512.00B
Parameter109.grad                                       (8,)     0.00B
Tensor214                                               (8,)   512.00B
Tensor215                                               (8,)   512.00B
Parameter126.grad                                     (2, 8)     0.00B
Tensor216                                             (2, 8)   512.00B
Tensor217                                             (2, 8)   512.00B
Parameter127.grad                                       (2,)     0.00B
Tensor218                                               (2,)   512.00B
Tensor219                                               (2,)   512.00B
Parameter132.grad                                     (8, 1)     0.00B
Tensor220                                             (8, 1)   512.00B
Tensor221                                             (8, 1)   512.00B
Parameter133.grad                                       (8,)     0.00B
Tensor222                                               (8,)   512.00B
Tensor223                                               (8,)   512.00B
Parameter135.grad                                     (8, 8)     0.00B
Tensor224                                             (8, 8)   512.00B
Tensor225                                             (8, 8)   512.00B
Parameter136.grad                                       (8,)     0.00B
Tensor226                                               (8,)   512.00B
Tensor227                                               (8,)   512.00B
Parameter138.grad                                     (2, 8)     0.00B
Tensor228                                             (2, 8)   512.00B
Tensor229                                             (2, 8)   512.00B
Parameter139.grad                                       (2,)     0.00B
Tensor230                                               (2,)   512.00B
Tensor231                                               (2,)   512.00B
Parameter144.grad                                     (8, 1)     0.00B
Tensor232                                             (8, 1)   512.00B
Tensor233                                             (8, 1)   512.00B
Parameter145.grad                                       (8,)     0.00B
Tensor234                                               (8,)   512.00B
Tensor235                                               (8,)   512.00B
Parameter147.grad                                     (8, 8)     0.00B
Tensor236                                             (8, 8)   512.00B
Tensor237                                             (8, 8)   512.00B
Parameter148.grad                                       (8,)     0.00B
Tensor238                                               (8,)   512.00B
Tensor239                                               (8,)   512.00B
Parameter150.grad                                     (2, 8)     0.00B
Tensor240                                             (2, 8)   512.00B
Tensor241                                             (2, 8)   512.00B
Parameter151.grad                                       (2,)     0.00B
Tensor242                                               (2,)   512.00B
Tensor243                                               (2,)   512.00B
Parameter156.grad                                     (8, 1)     0.00B
Tensor244                                             (8, 1)   512.00B
Tensor245                                             (8, 1)   512.00B
Parameter157.grad                                       (8,)     0.00B
Tensor246                                               (8,)   512.00B
Tensor247                                               (8,)   512.00B
Parameter159.grad                                     (8, 8)     0.00B
Tensor248                                             (8, 8)   512.00B
Tensor249                                             (8, 8)   512.00B
Parameter160.grad                                       (8,)     0.00B
Tensor250                                               (8,)   512.00B
Tensor251                                               (8,)   512.00B
Parameter162.grad                                     (2, 8)     0.00B
Tensor252                                             (2, 8)   512.00B
Tensor253                                             (2, 8)   512.00B
Parameter163.grad                                       (2,)     0.00B
Tensor254                                               (2,)   512.00B
Tensor255                                               (2,)   512.00B
Parameter168.grad                                     (8, 1)     0.00B
Tensor256                                             (8, 1)   512.00B
Tensor257                                             (8, 1)   512.00B
Parameter169.grad                                       (8,)     0.00B
Tensor258                                               (8,)   512.00B
Tensor259                                               (8,)   512.00B
Parameter171.grad                                     (8, 8)     0.00B
Tensor260                                             (8, 8)   512.00B
Tensor261                                             (8, 8)   512.00B
Parameter172.grad                                       (8,)     0.00B
Tensor262                                               (8,)   512.00B
Tensor263                                               (8,)   512.00B
Parameter174.grad                                     (2, 8)     0.00B
Tensor264                                             (2, 8)   512.00B
Tensor265                                             (2, 8)   512.00B
Parameter175.grad                                       (2,)     0.00B
Tensor266                                               (2,)   512.00B
Tensor267                                               (2,)   512.00B
Tensor268                                               (1,)   512.00B
Tensor269                                               (1,)   512.00B
Parameter270                                        (11170,)    44.00K
Parameter271                                 (64, 175, 1746)    74.60M
Parameter272                                  (64, 175, 175)     7.48M
Parameter273                                         (2234,)     9.00K
Parameter274                                   (64, 35, 175)     1.50M
Parameter275                                    (64, 35, 35)   306.50K
Parameter276                                         (1117,)     4.50K
Parameter277                                   (16, 70, 140)   612.50K
Parameter278                                    (16, 70, 70)   306.50K
Tensor279                                               (1,)   512.00B
Tensor280                                               (1,)   512.00B
Tensor281                                          (111709,)     0.00B
Tensor282                                       (50, 111709)    21.31M
Tensor283                                            (50, 1)   512.00B
Parameter284                                            (2,)   512.00B
Parameter285                                        (2, 256)     2.00K
Parameter286                                          (256,)     1.00K
Parameter287                                      (256, 256)   256.00K
Tensor288                                               (1,)   512.00B
Tensor289                                          (111709,)   436.50K
Tensor290                                          (111709,)   436.50K
Tensor291                                               (1,)   512.00B
Tensor292                                               (1,)   512.00B
Tensor293                                               (1,)   512.00B
Parameter294                                        (256, 1)     1.00K
Parameter295                                          (256,)     1.00K
Parameter296                                     (256, 1117)     1.09M
Parameter297                                          (256,)     1.00K
Parameter298                                      (256, 256)   256.00K
Parameter299                                          (256,)     1.00K
Parameter300                                      (256, 256)   256.00K
Parameter301                                          (256,)     1.00K
Parameter302                                        (2, 256)     2.00K
Parameter303                                            (2,)   512.00B
Parameter304                                        (256, 1)     1.00K
Parameter305                                          (256,)     1.00K
Parameter306                                     (256, 1117)     1.09M
Parameter307                                          (256,)     1.00K
Parameter308                                      (256, 256)   256.00K
Parameter309                                          (256,)     1.00K
Parameter310                                      (256, 256)   256.00K
Parameter311                                          (256,)     1.00K
Parameter312                                        (2, 256)     2.00K
Parameter313                                            (2,)   512.00B
Parameter314                                        (256, 1)     1.00K
Parameter315                                          (256,)     1.00K
Parameter316                                     (256, 1117)     1.09M
Parameter317                                          (256,)     1.00K
Parameter318                                      (256, 256)   256.00K
Parameter319                                          (256,)     1.00K
Tensor320                                               (1,)   512.00B
Tensor321                                               (1,)   512.00B
Tensor322                                           (256, 1)     1.00K
Tensor323                                             (256,)     2.00K
Tensor324                                           (2, 256)     2.00K
Tensor325                                               (2,)   512.00B
Tensor326                                           (256, 1)     1.00K
Tensor327                                             (256,)     2.00K
Tensor328                                           (2, 256)     2.00K
Tensor329                                               (2,)   512.00B
Tensor330                                           (256, 1)     1.00K
Tensor331                                             (256,)     2.00K
Tensor332                                           (2, 256)     2.00K
Tensor333                                               (2,)   512.00B
Tensor334                                         (256, 256)   256.00K
Tensor335                                             (256,)     2.00K
Tensor336                                         (256, 256)   256.00K
Tensor337                                             (256,)     2.00K
Tensor338                                         (256, 256)   256.00K
Tensor339                                             (256,)     2.00K
Tensor340                                         (256, 256)   256.00K
Tensor341                                             (256,)     2.00K
Tensor342                                         (256, 256)   256.00K
Tensor343                                             (256,)     2.00K
Tensor344                                         (256, 256)   256.00K
Tensor345                                             (256,)     2.00K
Tensor346                                               (1,)   512.00B
Tensor347                                               (1,)   512.00B
Tensor348                                        (1, 111709)     0.00B
Tensor349                                             (8, 1)   512.00B
Tensor350                                               (8,)   512.00B
Tensor351                                             (8, 8)   512.00B
Tensor352                                               (8,)   512.00B
Tensor353                                             (2, 8)   512.00B
Tensor354                                               (2,)   512.00B
Tensor355                                             (8, 1)   512.00B
Tensor356                                               (8,)   512.00B
Tensor357                                             (8, 8)   512.00B
Tensor358                                               (8,)   512.00B
Tensor359                                             (2, 8)   512.00B
Tensor360                                               (2,)   512.00B
Tensor361                                             (8, 1)   512.00B
Tensor362                                               (8,)   512.00B
Tensor363                                             (8, 8)   512.00B
Tensor364                                               (8,)   512.00B
Tensor365                                             (2, 8)   512.00B
Tensor366                                               (2,)   512.00B
Tensor367                                             (8, 1)   512.00B
Tensor368                                               (8,)   512.00B
Tensor369                                             (8, 8)   512.00B
Tensor370                                               (8,)   512.00B
Tensor371                                             (2, 8)   512.00B
Tensor372                                               (2,)   512.00B
Tensor373                                             (8, 1)   512.00B
Tensor374                                               (8,)   512.00B
Tensor375                                             (8, 8)   512.00B
Tensor376                                               (8,)   512.00B
Tensor377                                             (2, 8)   512.00B
Tensor378                                               (2,)   512.00B
Tensor379                                               (1,)   512.00B
Parameter380                                          (8, 1)   512.00B
Parameter380.grad                                     (8, 1)     0.00B
Parameter381                                            (8,)   512.00B
Parameter381.grad                                       (8,)     0.00B
Parameter382                                          (8, 8)   512.00B
Parameter382.grad                                     (8, 8)     0.00B
Parameter383                                            (8,)   512.00B
Parameter383.grad                                       (8,)     0.00B
Parameter384                                          (2, 8)   512.00B
Parameter384.grad                                     (2, 8)     0.00B
Parameter385                                            (2,)   512.00B
Parameter385.grad                                       (2,)     0.00B
Parameter386                                          (8, 1)   512.00B
Parameter386.grad                                     (8, 1)     0.00B
Parameter387                                            (8,)   512.00B
Parameter387.grad                                       (8,)     0.00B
Parameter388                                          (8, 8)   512.00B
Parameter388.grad                                     (8, 8)     0.00B
Parameter389                                            (8,)   512.00B
Parameter389.grad                                       (8,)     0.00B
Parameter390                                          (2, 8)   512.00B
Parameter390.grad                                     (2, 8)     0.00B
Parameter391                                            (2,)   512.00B
Parameter391.grad                                       (2,)     0.00B
Parameter392                                          (8, 1)   512.00B
Parameter392.grad                                     (8, 1)     0.00B
Parameter393                                            (8,)   512.00B
Parameter393.grad                                       (8,)     0.00B
Parameter394                                          (8, 8)   512.00B
Parameter394.grad                                     (8, 8)     0.00B
Parameter395                                            (8,)   512.00B
Parameter395.grad                                       (8,)     0.00B
Parameter396                                          (2, 8)   512.00B
Parameter396.grad                                     (2, 8)     0.00B
Parameter397                                            (2,)   512.00B
Parameter397.grad                                       (2,)     0.00B
Parameter398                                          (8, 1)   512.00B
Parameter398.grad                                     (8, 1)     0.00B
Parameter399                                            (8,)   512.00B
Parameter399.grad                                       (8,)     0.00B
Parameter400                                          (8, 8)   512.00B
Parameter400.grad                                     (8, 8)     0.00B
Parameter401                                            (8,)   512.00B
Parameter401.grad                                       (8,)     0.00B
Parameter402                                          (2, 8)   512.00B
Parameter402.grad                                     (2, 8)     0.00B
Parameter403                                            (2,)   512.00B
Parameter403.grad                                       (2,)     0.00B
Parameter404                                          (8, 1)   512.00B
Parameter404.grad                                     (8, 1)     0.00B
Parameter405                                            (8,)   512.00B
Parameter405.grad                                       (8,)     0.00B
Parameter406                                          (8, 8)   512.00B
Parameter406.grad                                     (8, 8)     0.00B
Parameter407                                            (8,)   512.00B
Parameter407.grad                                       (8,)     0.00B
Parameter408                                          (2, 8)   512.00B
Parameter408.grad                                     (2, 8)     0.00B
Parameter409                                            (2,)   512.00B
Parameter409.grad                                       (2,)     0.00B
Tensor410                                          (1000, 1)     4.00K
Tensor411                                               (1,)   512.00B
Tensor412                                               (1,)   512.00B
Tensor413                                          (1000, 1)     4.00K
Tensor414                                               (1,)   512.00B
Tensor415                                               (1,)   512.00B
Tensor416                                          (1000, 1)     4.00K
Tensor417                                               (1,)   512.00B
Tensor418                                               (1,)   512.00B
Tensor419                                          (1000, 1)     4.00K
Tensor420                                               (1,)   512.00B
Tensor421                                               (1,)   512.00B
Tensor422                                          (1000, 1)     4.00K
Tensor423                                               (1,)   512.00B
Tensor424                                               (1,)   512.00B
Tensor425                                               (1,)   512.00B
Tensor426                                               (1,)   512.00B
Tensor427                                               (1,)   512.00B
Tensor428                                               (1,)   512.00B
Tensor429                                               (1,)   512.00B
Tensor430                                               (1,)   512.00B
Tensor431                                               (1,)   512.00B
Tensor432                                               (1,)   512.00B
Tensor433                                          (1000, 1)     4.00K
Tensor434                                          (1000, 1)     4.00K
Tensor435                                          (1000, 1)     4.00K
Tensor436                                          (1000, 1)     0.00B
Tensor437                                          (1000, 1)     4.00K
Tensor438                                          (1000, 1)     0.00B
Tensor439                                          (1000, 1)     4.00K
Tensor440                                          (1000, 1)     0.00B
Tensor441                                          (1000, 1)     4.00K
Tensor442                                          (1000, 1)     0.00B
Tensor443                                          (1000, 1)     4.00K
Tensor444                                          (1000, 1)     0.00B
Tensor445                                          (1000, 1)     4.00K
Tensor446                                          (1000, 1)     0.00B
Tensor447                                          (1000, 1)     4.00K
Tensor448                                          (1000, 1)     0.00B
Tensor449                                          (1000, 1)     4.00K
Tensor450                                          (1000, 1)     0.00B
Tensor451                                          (1000, 1)     4.00K
Tensor452                                               (1,)   512.00B
Tensor453                                               (1,)   512.00B
Tensor454                                               (1,)   512.00B
Tensor455                                               (1,)   512.00B
Tensor456                                               (1,)   512.00B
Tensor457                                               (1,)   512.00B
Tensor458                                               (1,)   512.00B
Tensor459                                               (1,)   512.00B
Tensor460                                               (1,)   512.00B
Tensor461                                               (1,)   512.00B
Tensor462                                               (1,)   512.00B
Tensor463                                               (1,)   512.00B
Tensor464                                               (1,)   512.00B
Tensor465                                               (1,)   512.00B
Tensor466                                               (1,)   512.00B
Tensor467                                               (1,)   512.00B
Tensor468                                               (1,)   512.00B
Tensor469                                               (1,)   512.00B
Tensor470                                               (1,)   512.00B
Parameter471                                        (256, 1)     1.00K
Parameter472                                          (256,)     1.00K
Tensor473                                           (256, 1)     1.00K
Tensor474                                             (256,)     2.00K
Parameter475                                     (256, 1117)     1.09M
Parameter476                                          (256,)     1.00K
Parameter477                                        (2, 256)     2.00K
Parameter478                                            (2,)   512.00B
Tensor479                                           (2, 256)     2.00K
Tensor480                                               (2,)   512.00B
Tensor481                                          (111709,)   436.50K
Tensor482                                          (111709,)   436.50K
Tensor483                                          (1000, 1)     4.00K
Parameter484                                        (256, 1)     1.00K
Parameter485                                          (256,)     1.00K
Tensor486                                           (256, 1)     1.00K
Tensor487                                             (256,)     2.00K
Parameter488                                     (256, 1117)     1.09M
Parameter489                                          (256,)     1.00K
Parameter490                                        (2, 256)     2.00K
Parameter491                                            (2,)   512.00B
Tensor492                                           (2, 256)     2.00K
Tensor493                                               (2,)   512.00B
Parameter494                                        (256, 1)     1.00K
Parameter495                                          (256,)     1.00K
Tensor496                                           (256, 1)     1.00K
Tensor497                                             (256,)     2.00K
Parameter498                                     (256, 1117)     1.09M
Parameter499                                          (256,)     1.00K
Parameter500                                        (2, 256)     2.00K
Parameter501                                            (2,)   512.00B
Tensor502                                           (2, 256)     2.00K
Tensor503                                               (2,)   512.00B
Parameter504                                        (11170,)    44.00K
Parameter505                                 (64, 175, 1746)    74.60M
Parameter506                                  (64, 175, 175)     7.48M
Parameter507                                         (2234,)     9.00K
Parameter508                                   (64, 35, 175)     1.50M
Parameter509                                    (64, 35, 35)   306.50K
Parameter510                                         (1117,)     4.50K
Parameter511                                   (16, 70, 140)   612.50K
Parameter512                                    (16, 70, 70)   306.50K
Parameter513                                          (8, 1)   512.00B
Parameter514                                            (8,)   512.00B
Tensor515                                             (8, 1)   512.00B
Parameter516                                          (8, 8)   512.00B
Parameter517                                            (8,)   512.00B
Tensor518                                             (8, 8)   512.00B
Parameter519                                          (2, 8)   512.00B
Parameter520                                            (2,)   512.00B
Tensor521                                             (2, 8)   512.00B
Parameter522                                          (8, 1)   512.00B
Parameter523                                            (8,)   512.00B
Tensor524                                             (8, 1)   512.00B
Parameter525                                          (8, 8)   512.00B
Parameter526                                            (8,)   512.00B
Tensor527                                             (8, 8)   512.00B
Parameter528                                          (2, 8)   512.00B
Parameter529                                            (2,)   512.00B
Tensor530                                             (2, 8)   512.00B
Parameter531                                          (8, 1)   512.00B
Parameter532                                            (8,)   512.00B
Tensor533                                             (8, 1)   512.00B
Parameter534                                          (8, 8)   512.00B
Parameter535                                            (8,)   512.00B
Tensor536                                             (8, 8)   512.00B
Parameter537                                          (2, 8)   512.00B
Parameter538                                            (2,)   512.00B
Tensor539                                             (2, 8)   512.00B
Parameter540                                          (8, 1)   512.00B
Parameter541                                            (8,)   512.00B
